path,line_or_section,current_claim,classification,required_action,evidence_source,citation_key,final_status
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 141,"BOUND-0140,thesis-writing/thesis/chapters/01_introduction.tex,clinical,""Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled populations, and reproducibility boundary. Chapter 10 then reports the checked numerical results using the approved estimator and population hierarchy. Chapter 11 interprets the research-question answers, cross-dataset patterns, and limitations. Finally, Chapter 12 summarizes the thesis contributions and identifies future work needed to strengthen clinical validity, causal interpretation, reproducibility, and translation."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 142,"BOUND-0141,thesis-writing/thesis/chapters/01_introduction.tex,causal,""Chapters 7--9 define how the downstream observational analyses are governed. Chapter 7 describes the project-specified causal graphs, adjustment logic, matching, and heterogeneous-effect estimators. Chapter 8 specifies robustness, sensitivity, permutation, and validation design. Chapter 9 records the experimental matrix, original and outcome-downsampled populations, and reproducibility boundary. Chapter 10 then reports the checked numerical results using the approved estimator and population hierarchy. Chapter 11 interprets the research-question answers, cross-dataset patterns, and limitations. Finally, Chapter 12 summarizes the thesis contributions and identifies future work needed to strengthen clinical validity, causal interpretation, reproducibility, and translation."",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 145,"BOUND-0144,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""ICU electronic health records combine physiological measurements, laboratory results, administered treatments, clinical observations, and administrative information. These sources do not share a natural sampling clock. Vital signs may be recorded repeatedly, laboratory tests are ordered at variable intervals, and static admission fields may appear only once. Observation times are therefore nonuniform both within a variable and across variables, while different patients can have markedly different measurement density and duration. Reviews of irregular medical time series distinguish irregular spacing within a sequence from heterogeneous sampling rates across variables, and emphasize that either feature complicates models built for complete, fixed-dimensional sequences \cite{sun_2026_review_irregular_medical_timeseries}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 146,"BOUND-0145,thesis-writing/thesis/chapters/02_background_related_work.tex,Clinical,""Missingness in this setting is not a single phenomenon. A value may be absent because a test was not ordered, a device was not connected, a source table did not contain the measurement, the observation fell outside the analysis window, or preprocessing rejected it. Clinical concern and care processes can influence whether and when a variable is measured, so the observation pattern may contain predictive information \cite{lipton_kale_wetzel_2016_missingness_rnns,che2018grud}. It would nevertheless be too strong to treat every absence as informative or clinically meaningful. Observation patterns can mix physiology, workflow, resource availability, and data-quality mechanisms; exploiting them predictively does not identify which mechanism generated them."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 147,"BOUND-0146,thesis-writing/thesis/chapters/02_background_related_work.tex,clinically,""Missingness in this setting is not a single phenomenon. A value may be absent because a test was not ordered, a device was not connected, a source table did not contain the measurement, the observation fell outside the analysis window, or preprocessing rejected it. Clinical concern and care processes can influence whether and when a variable is measured, so the observation pattern may contain predictive information \cite{lipton_kale_wetzel_2016_missingness_rnns,che2018grud}. It would nevertheless be too strong to treat every absence as informative or clinically meaningful. Observation patterns can mix physiology, workflow, resource availability, and data-quality mechanisms; exploiting them predictively does not identify which mechanism generated them."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 150,"BOUND-0149,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""MIMIC-III is a deidentified, single-center critical-care database integrating bedside observations, laboratory data, medications, procedures, coded information, notes, and outcomes over an extended data era. It was made available to qualified researchers subject to training and a data-use agreement, enabling reproducible critical-care research while retaining controlled-access obligations \cite{johnson2016mimiciii}. Unlike a fixed prediction challenge, MIMIC-III is a relational clinical database from which researchers must define the study unit, cohort, variables, time windows, and outcomes."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 151,"BOUND-0150,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""Benchmark work on MIMIC-III illustrates how a database can be converted into standardized clinical time-series tasks and reusable baselines \cite{harutyunyan_2019_mimiciii_benchmark}. The benchmark is a particular extraction and task definition, not the database itself. Consequently, citing the benchmark supports the value of reproducible task construction but does not imply that this thesis uses its cohorts or tasks unchanged. Local preprocessing may draw on a benchmark style while defining different proxy-label targets and downstream analysis objects."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 153,"BOUND-0152,thesis-writing/thesis/chapters/02_background_related_work.tex,phenotype,""Table~\ref{tab:background-datasets} summarizes the two sources conceptually. PhysioNet 2012 functions primarily as a bounded mortality-challenge resource derived for a shared task, whereas MIMIC-III provides a broader database that requires more extensive extraction and linkage. The sources differ in scale, era, available variables, identifier structure, measurement process, and preprocessing burden. A variable with a similar name can differ in unit, acquisition practice, aggregation, or missingness. Likewise, a similarly named proxy phenotype can be produced from different evidence and should not be assumed to represent an identical construct."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 155,"BOUND-0154,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""Predictive models for irregular clinical time series differ first in what they consider an input. One family regularizes observations onto a sequence of time bins and supplies imputed values, masks, or time gaps. Another works directly with observed events, representing measurement identity, value, and time without filling every unobserved cell. Within these representations, temporal dependence can be modeled by recurrent state updates, temporal convolution, or attention. These choices encode distinct assumptions about which temporal relationships should be easy to learn and how the observation process should enter the model \cite{sun_2026_review_irregular_medical_timeseries}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 157,"BOUND-0156,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""The gated recurrent unit (GRU) updates a hidden state sequentially using reset and update gates. Conceptually, the update gate balances retention of the previous state against incorporation of a candidate state, while the reset gate controls how strongly earlier information contributes to that candidate. This gating provides a flexible general sequence baseline with fewer gating components than a conventional long short-term memory unit \cite{cho2014gru}. A standard GRU can learn from a suitably prepared clinical sequence, but it does not inherently know how much time elapsed between observations or why a variable is absent. Its handling of irregularity therefore depends on the input representation supplied to it."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 163,"BOUND-0162,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""STraTS is designed for sparse and irregular multivariate clinical series. It treats an observed measurement as a triplet of time, variable, and value; continuous embeddings of time and value are combined with a variable embedding, and transformer-style attention contextualizes the observed events. This avoids constructing a fully imputed variable-by-time matrix and preserves fine-grained observation times. The method also introduces a self-supervised forecasting objective for pretraining representations before supervised prediction \cite{tipirneni2022strats}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 165,"BOUND-0164,thesis-writing/thesis/chapters/02_background_related_work.tex,Phenotypes,""Electronic phenotyping identifies patients or records with characteristics of interest from routinely collected EHR data. Phenotypes may combine diagnosis or procedure codes, laboratory and vital measurements, medications, text, temporal criteria, deterministic rules, statistical models, or machine learning. The field has consequently developed from manually specified rule sets toward hybrid and learned approaches, while retaining the need to validate the construct for its intended use \cite{banda_2018_electronic_phenotyping}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 166,"BOUND-0165,thesis-writing/thesis/chapters/02_background_related_work.tex,diagnosis,""Electronic phenotyping identifies patients or records with characteristics of interest from routinely collected EHR data. Phenotypes may combine diagnosis or procedure codes, laboratory and vital measurements, medications, text, temporal criteria, deterministic rules, statistical models, or machine learning. The field has consequently developed from manually specified rule sets toward hybrid and learned approaches, while retaining the need to validate the construct for its intended use \cite{banda_2018_electronic_phenotyping}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 167,"BOUND-0166,thesis-writing/thesis/chapters/02_background_related_work.tex,phenotypes,""Rule-based phenotypes remain attractive when transparency and inspectability matter. An investigator can trace a positive label to named variables, thresholds, and time conditions; the same rule can be rerun; and domain reviewers can identify implausible clauses. A rule can also provide a practical label when manual adjudication is unavailable. Concrete respiratory-failure phenotyping work illustrates how operational cohort definitions can be constructed from EHR evidence while requiring validation against the intended clinical concept \cite{essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 169,"BOUND-0168,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""Rule-based phenotypes remain attractive when transparency and inspectability matter. An investigator can trace a positive label to named variables, thresholds, and time conditions; the same rule can be rerun; and domain reviewers can identify implausible clauses. A rule can also provide a practical label when manual adjudication is unavailable. Concrete respiratory-failure phenotyping work illustrates how operational cohort definitions can be constructed from EHR evidence while requiring validation against the intended clinical concept \cite{essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 170,"BOUND-0169,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""Transparency is not equivalence to clinical truth. Thresholds can be sensitive to units and preprocessing, required variables may be missing, and a rule developed at one site may not transport to another. Temporal ambiguity can cause measurements before, during, and after a clinical episode to be collapsed into one label. Codes and treatments may reflect billing or care processes as well as physiology. Rule outputs can therefore be reproducible yet noisy, and a negative label can mean insufficient evidence rather than absence of the condition. Validation must be tied to the intended use: a cohort-retrieval rule, prediction target, and causal exposure may require different evidence."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 172,"BOUND-0171,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""Transparency is not equivalence to clinical truth. Thresholds can be sensitive to units and preprocessing, required variables may be missing, and a rule developed at one site may not transport to another. Temporal ambiguity can cause measurements before, during, and after a clinical episode to be collapsed into one label. Codes and treatments may reflect billing or care processes as well as physiology. Rule outputs can therefore be reproducible yet noisy, and a negative label can mean insufficient evidence rather than absence of the condition. Validation must be tied to the intended use: a cohort-retrieval rule, prediction target, and causal exposure may require different evidence."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 177,"BOUND-0176,thesis-writing/thesis/chapters/02_background_related_work.tex,Clinical,\subsection{Clinical-definition sources and approximation},""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 178,"BOUND-0177,thesis-writing/thesis/chapters/02_background_related_work.tex,Clinical,""Clinical consensus documents provide important conceptual grounding for organ dysfunction and acute syndromes, but their definitions are usually multicomponent and context dependent. Sepsis-3 links sepsis to infection-associated organ dysfunction and gives specific clinical operationalizations; KDIGO defines acute kidney injury using creatinine and urine-output changes; and the ISTH work proposes clinical and laboratory scoring for disseminated intravascular coagulation \cite{singer_2016_sepsis3,kdigo_2012_acute_kidney_injury,taylor_et_al_2001_isth_dic}. SOFA and the Berlin ARDS definition likewise supply authoritative terminology for organ dysfunction and respiratory syndromes \cite{vincent_et_al_1996_sofa,ranieri_et_al_2012_berlin_ards}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 179,"BOUND-0178,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""Clinical consensus documents provide important conceptual grounding for organ dysfunction and acute syndromes, but their definitions are usually multicomponent and context dependent. Sepsis-3 links sepsis to infection-associated organ dysfunction and gives specific clinical operationalizations; KDIGO defines acute kidney injury using creatinine and urine-output changes; and the ISTH work proposes clinical and laboratory scoring for disseminated intravascular coagulation \cite{singer_2016_sepsis3,kdigo_2012_acute_kidney_injury,taylor_et_al_2001_isth_dic}. SOFA and the Berlin ARDS definition likewise supply authoritative terminology for organ dysfunction and respiratory syndromes \cite{vincent_et_al_1996_sofa,ranieri_et_al_2012_berlin_ards}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 180,"BOUND-0179,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""Clinical consensus documents provide important conceptual grounding for organ dysfunction and acute syndromes, but their definitions are usually multicomponent and context dependent. Sepsis-3 links sepsis to infection-associated organ dysfunction and gives specific clinical operationalizations; KDIGO defines acute kidney injury using creatinine and urine-output changes; and the ISTH work proposes clinical and laboratory scoring for disseminated intravascular coagulation \cite{singer_2016_sepsis3,kdigo_2012_acute_kidney_injury,taylor_et_al_2001_isth_dic}. SOFA and the Berlin ARDS definition likewise supply authoritative terminology for organ dysfunction and respiratory syndromes \cite{vincent_et_al_1996_sofa,ranieri_et_al_2012_berlin_ards}."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 181,"BOUND-0180,thesis-writing/thesis/chapters/02_background_related_work.tex,diagnosis,""These sources should not be used to upgrade a partial rule into a formal diagnosis. A project rule may use measurements related to a definition, draw on one threshold family, or approximate part of a syndrome while omitting duration, baseline change, imaging, intervention, or contextual requirements. The appropriate claim is therefore that a proxy family is \emph{clinically informed by} or \emph{draws on concepts from} these sources. Whether each local rule captures its intended construct requires rule-level clinical review and, ideally, chart-adjudicated evaluation. The two definition sources without local PDFs are used here only for this limited conceptual role; no detailed local implementation claim depends on them."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 183,"BOUND-0182,thesis-writing/thesis/chapters/02_background_related_work.tex,clinically,""These sources should not be used to upgrade a partial rule into a formal diagnosis. A project rule may use measurements related to a definition, draw on one threshold family, or approximate part of a syndrome while omitting duration, baseline change, imaging, intervention, or contextual requirements. The appropriate claim is therefore that a proxy family is \emph{clinically informed by} or \emph{draws on concepts from} these sources. Whether each local rule captures its intended construct requires rule-level clinical review and, ideally, chart-adjudicated evaluation. The two definition sources without local PDFs are used here only for this limited conceptual role; no detailed local implementation claim depends on them."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 184,"BOUND-0183,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""These sources should not be used to upgrade a partial rule into a formal diagnosis. A project rule may use measurements related to a definition, draw on one threshold family, or approximate part of a syndrome while omitting duration, baseline change, imaging, intervention, or contextual requirements. The appropriate claim is therefore that a proxy family is \emph{clinically informed by} or \emph{draws on concepts from} these sources. Whether each local rule captures its intended construct requires rule-level clinical review and, ideally, chart-adjudicated evaluation. The two definition sources without local PDFs are used here only for this limited conceptual role; no detailed local implementation claim depends on them."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 185,"BOUND-0184,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""A deterministic majority vote is not the same method. Voting assigns the class supported by a specified number of binary sources and treats their contributions according to the fixed vote rule. A learned weak-supervision label model instead estimates latent source-quality or dependence parameters and can weight conflicting sources differently. This thesis uses deterministic majority voting, not the Snorkel generative model. The output is algorithmic aggregation, not clinical consensus; correlated voters trained on the same rule-derived labels can preserve or amplify common error."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 186,"BOUND-0185,thesis-writing/thesis/chapters/02_background_related_work.tex,clinically,""The thesis uses \emph{clinically inspired proxy state}, \emph{rule-derived proxy label}, \emph{proxy phenotype}, and \emph{weak clinical label} to distinguish analytical constructs from verified diagnoses. Repository identifiers beginning with \texttt{LAT\_} are historical software names. They do not establish that a formally identified latent clinical variable exists. This distinction is essential because the same column interface is used across several stages without making the generating mechanisms equivalent."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 187,"BOUND-0186,thesis-writing/thesis/chapters/02_background_related_work.tex,phenotype,""The thesis uses \emph{clinically inspired proxy state}, \emph{rule-derived proxy label}, \emph{proxy phenotype}, and \emph{weak clinical label} to distinguish analytical constructs from verified diagnoses. Repository identifiers beginning with \texttt{LAT\_} are historical software names. They do not establish that a formally identified latent clinical variable exists. This distinction is essential because the same column interface is used across several stages without making the generating mechanisms equivalent."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 188,"BOUND-0187,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""The thesis uses \emph{clinically inspired proxy state}, \emph{rule-derived proxy label}, \emph{proxy phenotype}, and \emph{weak clinical label} to distinguish analytical constructs from verified diagnoses. Repository identifiers beginning with \texttt{LAT\_} are historical software names. They do not establish that a formally identified latent clinical variable exists. This distinction is essential because the same column interface is used across several stages without making the generating mechanisms equivalent."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 189,"BOUND-0188,thesis-writing/thesis/chapters/02_background_related_work.tex,clinical,""The thesis uses \emph{clinically inspired proxy state}, \emph{rule-derived proxy label}, \emph{proxy phenotype}, and \emph{weak clinical label} to distinguish analytical constructs from verified diagnoses. Repository identifiers beginning with \texttt{LAT\_} are historical software names. They do not establish that a formally identified latent clinical variable exists. This distinction is essential because the same column interface is used across several stages without making the generating mechanisms equivalent."",""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
thesis-writing/logs/stage_5_5_consistency_audit.csv,line 190,"BOUND-0189,thesis-writing/thesis/chapters/02_background_related_work.tex,Clinical,Proxy-state validity can be separated into at least five questions. \emph{Implementation validity} asks whether code executes the documented rule. \emph{Schema consistency} asks whether identifiers and columns align across artifacts. \emph{Predictive learnability} asks whether models can estimate rule-derived labels from time-series inputs. \emph{Clinical construct validity} asks whether the labels correspond to the intended clinical concept. \emph{Causal measurement validity} asks whether a proxy can serve as a sufficiently accurate and temporally coherent exposure for the stated causal question. Repository evidence supports the first three more directly than the last two.,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",RETAINED—QUALIFIED,NO,""Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim."",Static reader-facing occurrence reviewed.",historical record that must remain unchanged,Do not rewrite; preserve as a time-stamped historical record and use current canonical files for present framing.,Protected historical-record policy and current author clarification.,,RETAINED — protected historical record; superseded where applicable
