numeric_id,file,line,excerpt,numeric_expression,normalized_value,classification,authoritative_source,exact_source_location,source_value,sampling_condition,estimator,dataset,status,required_action,notes
N0522,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,49,\begin{longtable}{@{}p{0.12\textwidth}p{0.13\textwidth}p{0.13\textwidth}p{0.15\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.14,0.14,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.14,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0523,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,49,\begin{longtable}{@{}p{0.12\textwidth}p{0.13\textwidth}p{0.13\textwidth}p{0.15\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0524,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,77,"For an outcome permutation, the script copies the processed dataset structure and shuffles only the configured mortality outcome column in the outcome dataframe. The time-series object, identifiers, latent-tag dataframe, graph input, dataset configuration, and estimator type remain unchanged. One temporary outcome-pickle run yields treatment-level summaries ",42,42,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,42,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0525,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,79,"The script captures nonzero subprocess return codes and summary-schema failures as errors rather than silently using incomplete trial data. It supports the LinearDML and CausalForestDML paths; CausalPFN is excluded by the orchestrator from saved-CATE analysis and permutations. The resulting aggregate CSVs are diagnostic artifacts, not final effect tables. Th",2020,2020,CITATION_YEAR,approved bibliography/catalog,references.bib and catalog.csv,2020,original cohort primary,CausalForestDML;LinearDML;CausalPFN,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Bibliographic or literature year.
N0526,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,83,\begin{longtable}{@{}p{0.12\textwidth}p{0.14\textwidth}p{0.16\textwidth}p{0.12\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0527,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,83,\begin{longtable}{@{}p{0.12\textwidth}p{0.14\textwidth}p{0.16\textwidth}p{0.12\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.14,0.14,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.14,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0528,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,83,\begin{longtable}{@{}p{0.12\textwidth}p{0.14\textwidth}p{0.16\textwidth}p{0.12\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.16,0.16,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.16,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0529,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,83,\begin{longtable}{@{}p{0.12\textwidth}p{0.14\textwidth}p{0.16\textwidth}p{0.12\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0530,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,83,\begin{longtable}{@{}p{0.12\textwidth}p{0.14\textwidth}p{0.16\textwidth}p{0.12\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.14,0.14,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.14,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0531,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,83,\begin{longtable}{@{}p{0.12\textwidth}p{0.14\textwidth}p{0.16\textwidth}p{0.12\textwidth}p{0.14\textwidth}p{0.12\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/08_robustness_sensitivity_validation.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0532,thesis-writing/thesis/chapters/09_experimental_design.tex,9,"The predictive matrix spans PhysioNet 2012 and MIMIC-III, with STraTS, GRU, GRU-D, TCN, and SAnD model families. The archive provides supervised training summaries and prediction exports for all five families across the two datasets; STraTS also has pretraining support. Implementation availability, training-artifact availability, prediction-export availabili",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,NOT_APPLICABLE,STraTS;GRU-D;GRU;TCN;SAnD,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0533,thesis-writing/thesis/chapters/09_experimental_design.tex,15,\begin{longtable}{@{}p{0.10\textwidth}p{0.10\textwidth}p{0.11\textwidth}p{0.14\textwidth}p{0.11\textwidth}p{0.12\textwidth}p{0.13\textwidth}@{}},0.10,0.10,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.10,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0534,thesis-writing/thesis/chapters/09_experimental_design.tex,15,\begin{longtable}{@{}p{0.10\textwidth}p{0.10\textwidth}p{0.11\textwidth}p{0.14\textwidth}p{0.11\textwidth}p{0.12\textwidth}p{0.13\textwidth}@{}},0.10,0.10,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.10,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0535,thesis-writing/thesis/chapters/09_experimental_design.tex,15,\begin{longtable}{@{}p{0.10\textwidth}p{0.10\textwidth}p{0.11\textwidth}p{0.14\textwidth}p{0.11\textwidth}p{0.12\textwidth}p{0.13\textwidth}@{}},0.11,0.11,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.11,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0536,thesis-writing/thesis/chapters/09_experimental_design.tex,15,\begin{longtable}{@{}p{0.10\textwidth}p{0.10\textwidth}p{0.11\textwidth}p{0.14\textwidth}p{0.11\textwidth}p{0.12\textwidth}p{0.13\textwidth}@{}},0.14,0.14,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.14,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0537,thesis-writing/thesis/chapters/09_experimental_design.tex,15,\begin{longtable}{@{}p{0.10\textwidth}p{0.10\textwidth}p{0.11\textwidth}p{0.14\textwidth}p{0.11\textwidth}p{0.12\textwidth}p{0.13\textwidth}@{}},0.11,0.11,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.11,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0538,thesis-writing/thesis/chapters/09_experimental_design.tex,15,\begin{longtable}{@{}p{0.10\textwidth}p{0.10\textwidth}p{0.11\textwidth}p{0.14\textwidth}p{0.11\textwidth}p{0.12\textwidth}p{0.13\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0539,thesis-writing/thesis/chapters/09_experimental_design.tex,15,\begin{longtable}{@{}p{0.10\textwidth}p{0.10\textwidth}p{0.11\textwidth}p{0.14\textwidth}p{0.11\textwidth}p{0.12\textwidth}p{0.13\textwidth}@{}},0.13,0.13,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.13,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0540,thesis-writing/thesis/chapters/09_experimental_design.tex,26,"PhysioNet 2012 and MIMIC-III & STraTS & Available for STraTS family & Split-aware irregular time series and proxy-label targets & Multi-label predictions and exported proxy-state columns & Training summary and export archived & Split, checkpoint, command, and copy lineage incomplete \\",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,NOT_APPLICABLE,STraTS,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0541,thesis-writing/thesis/chapters/09_experimental_design.tex,27,"PhysioNet 2012 and MIMIC-III & GRU, GRU-D, TCN, SAnD & Not the STraTS pretraining path & Dataset-specific irregular-series representation and proxy-label targets & Multi-label predictions and exports & Training summaries and exports archived & Final producing configuration and split/checkpoint linkage incomplete \\",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,NOT_APPLICABLE,STraTS;GRU-D;GRU;TCN;SAnD,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0542,thesis-writing/thesis/chapters/09_experimental_design.tex,34,"The causal archive contains a verified design matrix spanning PhysioNet 2012 and MIMIC-III; CausalForestDML, LinearDML, and CausalPFN; and original and outcome-downsampled conditions. The prespecified estimator hierarchy designates CausalForestDML as primary, LinearDML as secondary, and CausalPFN as exploratory. The twelve archived run families are verified ",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,downsampled robustness,CausalForestDML;LinearDML;CausalPFN,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0543,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.08,0.08,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.08,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0544,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.10,0.10,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.10,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0545,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.10,0.10,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.10,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0546,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.08,0.08,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.08,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0547,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0548,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0549,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.10,0.10,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.10,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0550,thesis-writing/thesis/chapters/09_experimental_design.tex,42,\begin{longtable}{@{}p{0.08\textwidth}p{0.10\textwidth}p{0.10\textwidth}p{0.08\textwidth}p{0.12\textwidth}p{0.12\textwidth}p{0.10\textwidth}p{0.10\textwidth}@{}},0.10,0.10,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.10,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0551,thesis-writing/thesis/chapters/09_experimental_design.tex,53,"PhysioNet 2012 and MIMIC-III & CausalForestDML & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching, saved-CATE analysis, and permutations & Archived run family with stage records & Numbered producing config path recorded; local file missing \\",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,original cohort primary,CausalForestDML;matching,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0552,thesis-writing/thesis/chapters/09_experimental_design.tex,54,"PhysioNet 2012 and MIMIC-III & LinearDML & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching, saved-CATE analysis, and permutations & Archived run family with stage records & Numbered producing config path recorded; local file missing \\",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,original cohort primary,LinearDML;matching,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0553,thesis-writing/thesis/chapters/09_experimental_design.tex,55,PhysioNet 2012 and MIMIC-III & CausalPFN & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching; CATE; EconML diagnostics not applicable & Archived run family; later diagnostic stages skipped & Numbered producing config path recorded; local file missing \\,2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,original cohort primary,CausalPFN;matching,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0554,thesis-writing/thesis/chapters/09_experimental_design.tex,56,"PhysioNet 2012 and MIMIC-III & CausalForestDML, LinearDML, CausalPFN & Outcome-downsampled cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Same family-specific checks, interpreted for a different empirical population & Archived run families with stage records & Numbered producing config path recorded; downsampling setting",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,downsampled robustness,CausalForestDML;LinearDML;CausalPFN,MIMIC-III,SOURCE_SUPPORTED,NONE,Dataset year.
N0555,thesis-writing/thesis/chapters/09_experimental_design.tex,71,\begin{longtable}{@{}p{0.14\textwidth}p{0.14\textwidth}p{0.18\textwidth}p{0.15\textwidth}p{0.12\textwidth}@{}},0.14,0.14,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.14,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0556,thesis-writing/thesis/chapters/09_experimental_design.tex,71,\begin{longtable}{@{}p{0.14\textwidth}p{0.14\textwidth}p{0.18\textwidth}p{0.15\textwidth}p{0.12\textwidth}@{}},0.14,0.14,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.14,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0557,thesis-writing/thesis/chapters/09_experimental_design.tex,71,\begin{longtable}{@{}p{0.14\textwidth}p{0.14\textwidth}p{0.18\textwidth}p{0.15\textwidth}p{0.12\textwidth}@{}},0.18,0.18,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.18,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0558,thesis-writing/thesis/chapters/09_experimental_design.tex,71,\begin{longtable}{@{}p{0.14\textwidth}p{0.14\textwidth}p{0.18\textwidth}p{0.15\textwidth}p{0.12\textwidth}@{}},0.15,0.15,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.15,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0559,thesis-writing/thesis/chapters/09_experimental_design.tex,71,\begin{longtable}{@{}p{0.14\textwidth}p{0.14\textwidth}p{0.18\textwidth}p{0.15\textwidth}p{0.12\textwidth}@{}},0.12,0.12,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.12,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0560,thesis-writing/thesis/chapters/09_experimental_design.tex,98,\begin{longtable}{@{}p{0.08\textwidth}p{0.59\textwidth}p{0.24\textwidth}@{}},0.08,0.08,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.08,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0561,thesis-writing/thesis/chapters/09_experimental_design.tex,98,\begin{longtable}{@{}p{0.08\textwidth}p{0.59\textwidth}p{0.24\textwidth}@{}},0.59,0.59,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.59,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0562,thesis-writing/thesis/chapters/09_experimental_design.tex,98,\begin{longtable}{@{}p{0.08\textwidth}p{0.59\textwidth}p{0.24\textwidth}@{}},0.24,0.24,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,0.24,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0563,thesis-writing/thesis/chapters/09_experimental_design.tex,109,"1--3 & Identify producing run; identify dataset/model/estimator/sampling condition; locate source artifact & Run summary, manifest, and source path \\",1,1,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,1,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0564,thesis-writing/thesis/chapters/09_experimental_design.tex,109,"1--3 & Identify producing run; identify dataset/model/estimator/sampling condition; locate source artifact & Run summary, manifest, and source path \\",-3,-3,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,-3,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0565,thesis-writing/thesis/chapters/09_experimental_design.tex,110,"4--6 & Validate schema; exclude failed status; interpret source/status fields & Header/schema record, control CSV, report/log \\",4,4,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,4,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0566,thesis-writing/thesis/chapters/09_experimental_design.tex,110,"4--6 & Validate schema; exclude failed status; interpret source/status fields & Header/schema record, control CSV, report/log \\",-6,-6,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,-6,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0567,thesis-writing/thesis/chapters/09_experimental_design.tex,111,"7--9 & Document input/output relationship; label fallback; state estimand and population & Producing command/config, artifact metadata, methods approval \\",7,7,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,7,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0568,thesis-writing/thesis/chapters/09_experimental_design.tex,111,"7--9 & Document input/output relationship; label fallback; state estimand and population & Producing command/config, artifact metadata, methods approval \\",-9,-9,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,-9,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0569,thesis-writing/thesis/chapters/09_experimental_design.tex,112,10 & Keep unresolved limitations visible & Result manifest and recorded evidence boundaries \\,10,10,METHOD_PARAMETER,methods specification and implementation audit,thesis-writing/thesis/chapters/09_experimental_design.tex,10,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Method/design parameter; not an added aggregate.
N0570,thesis-writing/thesis/chapters/10_results.tex,9,"The original causal-analysis population contained 26,845 MIMIC-III records and 7,993 PhysioNet records (Table~\ref{tab:results-analysis-populations}). MIMIC-III therefore contributed 18,852 more records and was approximately 3.36 times as large. These are causal-analysis population counts, not reconstructed raw cohort totals. Pipeline-stage artifacts have di","26,845",26845,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,26845,original cohort primary,NOT_APPLICABLE,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0571,thesis-writing/thesis/chapters/10_results.tex,9,"The original causal-analysis population contained 26,845 MIMIC-III records and 7,993 PhysioNet records (Table~\ref{tab:results-analysis-populations}). MIMIC-III therefore contributed 18,852 more records and was approximately 3.36 times as large. These are causal-analysis population counts, not reconstructed raw cohort totals. Pipeline-stage artifacts have di","7,993",7993,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,7993,original cohort primary,NOT_APPLICABLE,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0572,thesis-writing/thesis/chapters/10_results.tex,9,"The original causal-analysis population contained 26,845 MIMIC-III records and 7,993 PhysioNet records (Table~\ref{tab:results-analysis-populations}). MIMIC-III therefore contributed 18,852 more records and was approximately 3.36 times as large. These are causal-analysis population counts, not reconstructed raw cohort totals. Pipeline-stage artifacts have di","18,852",18852,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,18852,original cohort primary,NOT_APPLICABLE,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0573,thesis-writing/thesis/chapters/10_results.tex,9,"The original causal-analysis population contained 26,845 MIMIC-III records and 7,993 PhysioNet records (Table~\ref{tab:results-analysis-populations}). MIMIC-III therefore contributed 18,852 more records and was approximately 3.36 times as large. These are causal-analysis population counts, not reconstructed raw cohort totals. Pipeline-stage artifacts have di",3.36,3.36,SECTION_IDENTIFIER,reader-facing document structure,thesis-writing/thesis/chapters/10_results.tex,3.36,original cohort primary,NOT_APPLICABLE,MIMIC-III,SOURCE_SUPPORTED,NONE,"Structural identifier, unless also audited in its result context."
N0574,thesis-writing/thesis/chapters/10_results.tex,20,"MIMIC-III & Causal-analysis model rows & Original & 26,845 & Primary \\","26,845",26845,RESULT_COUNT,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,26845,original cohort primary,NOT_APPLICABLE,MIMIC-III,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
N0575,thesis-writing/thesis/chapters/10_results.tex,21,"PhysioNet 2012 & Causal-analysis model rows & Original & 7,993 & Primary \\",2012,2012,DATASET_YEAR,approved dataset citation and naming convention,references.bib and catalog.csv,2012,original cohort primary,NOT_APPLICABLE,PhysioNet 2012,SOURCE_SUPPORTED,NONE,Dataset year.
N0576,thesis-writing/thesis/chapters/10_results.tex,21,"PhysioNet 2012 & Causal-analysis model rows & Original & 7,993 & Primary \\","7,993",7993,RESULT_COUNT,checked CATE table,thesis-writing/results/checked_cate_candidates.csv,7993,original cohort primary,NOT_APPLICABLE,PhysioNet 2012,MATCHED,NONE,"Sign, rounding, estimator, dataset, sampling condition, and prose/table agreement checked."
