check_id,file,term_or_claim,context,current_boundary,status,edit_required,post_edit_boundary,notes
BOUND-0418,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,"The PhysioNet graph contains 30 nodes and 45 directed edges. The implemented exposure list contains the ten non-chronic latent proxy states in the PhysioNet configuration: global severity, shock, respiratory failure, renal dysfunction, hepatic dysfunction, coagulation/hematologic dysfunction, inflammation/sepsis burden, neurologic dysfunction, cardiac injury/strain, and metabolic derangement. Chronic baseline risk is retained as an upstream baseline proxy and effect-modifier candidate rather than as an analyzed exposure.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0419,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,"The MIMIC graph contains 36 nodes and 57 directed edges. The implemented exposure list contains nine non-chronic latent proxy states: global severity, inflammation/sepsis, shock, respiratory failure, renal dysfunction, hepatic/coagulation dysfunction, neurologic dysfunction, cardiac strain, and metabolic derangement. Chronic burden is retained as an upstream baseline proxy and effect-modifier candidate. The MIMIC graph contains richer administrative and care-process structure than the PhysioNet graph, but the downstream adjustment implementation only uses graph nodes that can be mapped into the analysis dataframe.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0420,thesis-writing/thesis/chapters/07_causal_methodology.tex,clinical,"Qualified clinical review of the graph arrows and a complete record of the human decisions applied to the LLM-assisted proposals remain unavailable. The graph artifacts and active source structure are recorded, but the exact producing source version, configuration, and command are not fully recovered.","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0421,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,\label{sec:causal-graph-effect-estimation-methodology:adjustment-set-logic},Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0422,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,\label{sec:causal-graph-effect-estimation-methodology:adjustment-set-logic},Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0423,thesis-writing/thesis/chapters/07_causal_methodology.tex,treatment,"For each dataset, treatment-like proxy state, and outcome pair, the causal pipeline derives an adjustment set from the project DAG and the columns available in the analysis dataframe. The implementation first maps dataframe variables to graph nodes and graph nodes back to dataframe columns. Background and latent graph nodes are eligible only if they can be represented by available columns. Observed measurement nodes, care-process nodes, missingness nodes, and the outcome node are excluded from candidate adjustment sets.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0424,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,"For each dataset, treatment-like proxy state, and outcome pair, the causal pipeline derives an adjustment set from the project DAG and the columns available in the analysis dataframe. The implementation first maps dataframe variables to graph nodes and graph nodes back to dataframe columns. Background and latent graph nodes are eligible only if they can be represented by available columns. Observed measurement nodes, care-process nodes, missingness nodes, and the outcome node are excluded from candidate adjustment sets.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0425,thesis-writing/thesis/chapters/07_causal_methodology.tex,intervention,"Let \(G\) denote the implemented project DAG, \(A\) the binary proxy-state exposure, and \(Y\) the in-hospital mortality outcome. The code constructs a graph \(G_{\underline{A}}\) by removing outgoing edges from \(A\). This is a project helper for finding adjustment candidates; it should not be confused with the usual intervention graph notation that removes incoming edges into \(A\). The initial candidate pool is:",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0426,thesis-writing/thesis/chapters/07_causal_methodology.tex,risk,"Safe expanded set & Removes colliders and descendants of colliders before testing whether the remaining pool blocks paths. & Main adjustment mode, intended to reduce collider-conditioning risk. \\",Risk language is descriptive and bounded by the stated observational context.,RETAINED—QUALIFIED,NO,Risk language is descriptive and bounded by the stated observational context.,Static reader-facing occurrence reviewed.
BOUND-0427,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,Identifiability flag & Records whether available mapped variables block all encoded backdoor paths in the project DAG. & A project-DAG availability diagnostic; it should not be described as definitive causal identification in the clinical population. \\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0428,thesis-writing/thesis/chapters/07_causal_methodology.tex,clinical,Identifiability flag & Records whether available mapped variables block all encoded backdoor paths in the project DAG. & A project-DAG availability diagnostic; it should not be described as definitive causal identification in the clinical population. \\,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0429,thesis-writing/thesis/chapters/07_causal_methodology.tex,Causal,\caption{Causal assumptions required for interpreting the estimator outputs.},Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0430,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,\label{tab:causal-assumptions}\\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0431,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,"Graph correctness for the target question & The DAG must correctly represent the relevant causal structure for the exposure contrast and mortality outcome. & Dataset-specific graphs are project-specified and encoded in active source. & The arrows were not learned from data, and the human clinical review record remains incomplete. \\",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0432,thesis-writing/thesis/chapters/07_causal_methodology.tex,clinical,"Graph correctness for the target question & The DAG must correctly represent the relevant causal structure for the exposure contrast and mortality outcome. & Dataset-specific graphs are project-specified and encoded in active source. & The arrows were not learned from data, and the human clinical review record remains incomplete. \\","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0433,thesis-writing/thesis/chapters/07_causal_methodology.tex,treatment,Positivity or overlap & Comparable covariate strata must contain both exposed and unexposed records. & Matching outputs report match availability and match rates. & Dedicated treatment-specific overlap diagnostics and thresholds remain to be approved. \\,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0434,thesis-writing/thesis/chapters/07_causal_methodology.tex,interventions,"Consistency and well-defined exposure & Each binary proxy-state contrast must have a sufficiently stable meaning across records. & The pipeline applies one binary exposure column at a time. & Disease-state and severity proxies are not necessarily assignable interventions, so the causal estimand remains unresolved. \\",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0435,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,"Consistency and well-defined exposure & Each binary proxy-state contrast must have a sufficiently stable meaning across records. & The pipeline applies one binary exposure column at a time. & Disease-state and severity proxies are not necessarily assignable interventions, so the causal estimand remains unresolved. \\",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0436,thesis-writing/thesis/chapters/07_causal_methodology.tex,clinical,"Proxy-state measurement & The binary exposure should measure the intended construct with sufficiently limited construct and classification error. & Exposure columns are rule-derived, predicted, or majority-vote proxy states. & No code path verifies construct validity or removes proxy-state measurement error; clinical and chart-review validation remains incomplete. \\","Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",RETAINED—QUALIFIED,NO,"Proxy states are not diagnoses; no clinical validation, recommendation, or deployment claim.",Static reader-facing occurrence reviewed.
BOUND-0437,thesis-writing/thesis/chapters/07_causal_methodology.tex,validation,"Proxy-state measurement & The binary exposure should measure the intended construct with sufficiently limited construct and classification error. & Exposure columns are rule-derived, predicted, or majority-vote proxy states. & No code path verifies construct validity or removes proxy-state measurement error; clinical and chart-review validation remains incomplete. \\",Evidence and provenance are qualified; no unearned validation or reproducibility claim.,RETAINED—QUALIFIED,NO,Evidence and provenance are qualified; no unearned validation or reproducibility claim.,Static reader-facing occurrence reviewed.
BOUND-0438,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,"Nuisance- and effect-model adequacy & LinearDML and CausalForestDML require sufficiently adequate nuisance and effect models, regularity conditions, and appropriate cross-fitting behavior for their intended interpretation. & The source configures EconML estimators, random-forest nuisance models, and estimator-provided fitting behavior. & Source configuration alone does not verify model adequacy, regularity conditions, calibration, or valid cross-fitting performance in these data. \\",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0439,thesis-writing/thesis/chapters/07_causal_methodology.tex,CausalForestDML,"Nuisance- and effect-model adequacy & LinearDML and CausalForestDML require sufficiently adequate nuisance and effect models, regularity conditions, and appropriate cross-fitting behavior for their intended interpretation. & The source configures EconML estimators, random-forest nuisance models, and estimator-provided fitting behavior. & Source configuration alone does not verify model adequacy, regularity conditions, calibration, or valid cross-fitting performance in these data. \\",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0440,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,"Nuisance- and effect-model adequacy & LinearDML and CausalForestDML require sufficiently adequate nuisance and effect models, regularity conditions, and appropriate cross-fitting behavior for their intended interpretation. & The source configures EconML estimators, random-forest nuisance models, and estimator-provided fitting behavior. & Source configuration alone does not verify model adequacy, regularity conditions, calibration, or valid cross-fitting performance in these data. \\",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0441,thesis-writing/thesis/chapters/07_causal_methodology.tex,treatment,"Sampling and target population & The analysis sample must support the stated target population, or reweighting or another transport argument must justify a sampled target. & The optional outcome-downsampling condition is deterministic given the configured seed and is applied consistently before treatment iteration. & Original and outcome-downsampled analyses correspond to different empirical populations; no weighting or target-population correction is documented. \\",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0442,thesis-writing/thesis/chapters/07_causal_methodology.tex,Effect,\section{Matching and Heterogeneous-Effect Estimators},Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0443,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,\label{sec:causal-graph-effect-estimation-methodology:matching-heterogeneous-effect-estimators},Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0444,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,\label{sec:causal-graph-effect-estimation-methodology:matching-heterogeneous-effect-estimators},Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0445,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,\label{sec:causal-graph-effect-estimation-methodology:matching-heterogeneous-effect-estimators},Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0446,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,"The causal pipeline applies two families of estimators to the binary proxy-state exposures: a transparent matched-pair baseline and model-based heterogeneous-effect estimators. Both families use the same broad analysis frame. Patient-level proxy-state labels are merged with the canonical in-hospital mortality outcome and baseline covariates. For a selected exposure \(A_i \in \{0,1\}\), outcome \(Y_i\), adjustment variables \(W_i\), and effect modifiers \(X_i\), the target working quantity is a contrast in predicted or matched mortality outcome between \(A_i=1\) and \(A_i=0\), conditional on the source-defined covariate information. Because the exposures are proxy states and the data are observational, these contrasts require cautious interpretation.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0447,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,"The causal pipeline applies two families of estimators to the binary proxy-state exposures: a transparent matched-pair baseline and model-based heterogeneous-effect estimators. Both families use the same broad analysis frame. Patient-level proxy-state labels are merged with the canonical in-hospital mortality outcome and baseline covariates. For a selected exposure \(A_i \in \{0,1\}\), outcome \(Y_i\), adjustment variables \(W_i\), and effect modifiers \(X_i\), the target working quantity is a contrast in predicted or matched mortality outcome between \(A_i=1\) and \(A_i=0\), conditional on the source-defined covariate information. Because the exposures are proxy states and the data are observational, these contrasts require cautious interpretation.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0448,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,"The causal pipeline applies two families of estimators to the binary proxy-state exposures: a transparent matched-pair baseline and model-based heterogeneous-effect estimators. Both families use the same broad analysis frame. Patient-level proxy-state labels are merged with the canonical in-hospital mortality outcome and baseline covariates. For a selected exposure \(A_i \in \{0,1\}\), outcome \(Y_i\), adjustment variables \(W_i\), and effect modifiers \(X_i\), the target working quantity is a contrast in predicted or matched mortality outcome between \(A_i=1\) and \(A_i=0\), conditional on the source-defined covariate information. Because the exposures are proxy states and the data are observational, these contrasts require cautious interpretation.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0449,thesis-writing/thesis/chapters/07_causal_methodology.tex,treatment,"An optional analysis condition, controlled by \texttt{DOWN\_SAMPLE}, down-samples mortality outcome classes rather than exposure groups. All outcome-positive rows are retained. When the outcome-negative class is larger and the positive class is nonempty, outcome-negative rows are sampled without replacement until their count equals the number of outcome-positive rows; the configured random seed controls both this sample and the subsequent row shuffle. This occurs once before treatment-specific adjustment selection and estimation, including matching and DML/PFN fitting. It is not propensity trimming, treatment balancing, matching, or a correction for confounding, and it does not improve causal identification by itself. The procedure changes the analyzed population and observed outcome prevalence. The thesis therefore treats original cohorts as primary and outcome-downsampled cohorts as robustness analyses only, with no pooling between them.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0450,thesis-writing/thesis/chapters/07_causal_methodology.tex,treatment,"An optional analysis condition, controlled by \texttt{DOWN\_SAMPLE}, down-samples mortality outcome classes rather than exposure groups. All outcome-positive rows are retained. When the outcome-negative class is larger and the positive class is nonempty, outcome-negative rows are sampled without replacement until their count equals the number of outcome-positive rows; the configured random seed controls both this sample and the subsequent row shuffle. This occurs once before treatment-specific adjustment selection and estimation, including matching and DML/PFN fitting. It is not propensity trimming, treatment balancing, matching, or a correction for confounding, and it does not improve causal identification by itself. The procedure changes the analyzed population and observed outcome prevalence. The thesis therefore treats original cohorts as primary and outcome-downsampled cohorts as robustness analyses only, with no pooling between them.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0451,thesis-writing/thesis/chapters/07_causal_methodology.tex,causal,"An optional analysis condition, controlled by \texttt{DOWN\_SAMPLE}, down-samples mortality outcome classes rather than exposure groups. All outcome-positive rows are retained. When the outcome-negative class is larger and the positive class is nonempty, outcome-negative rows are sampled without replacement until their count equals the number of outcome-positive rows; the configured random seed controls both this sample and the subsequent row shuffle. This occurs once before treatment-specific adjustment selection and estimation, including matching and DML/PFN fitting. It is not propensity trimming, treatment balancing, matching, or a correction for confounding, and it does not improve causal identification by itself. The procedure changes the analyzed population and observed outcome prevalence. The thesis therefore treats original cohorts as primary and outcome-downsampled cohorts as robustness analyses only, with no pooling between them.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0452,thesis-writing/thesis/chapters/07_causal_methodology.tex,effects,"Outcome-based downsampling can change nuisance-model estimation, the distribution of covariates and proxy exposures, patient-level fitted effects, the population over which \texttt{mean\_cate} is averaged, and the availability and composition of matched pairs. It also changes the sample outcome rate and therefore affects \texttt{normalized\_CATE}, whose denominator is that rate. Effect summaries from original and outcome-downsampled analyses should not be compared as though they estimated the same population quantity without an approved sampling and estimand argument. Outcome-based case-control sampling does not necessarily invalidate every estimator, but interpretation here requires estimator-specific methodological justification and an explicit target-population argument.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0453,thesis-writing/thesis/chapters/07_causal_methodology.tex,Effect,"Outcome-based downsampling can change nuisance-model estimation, the distribution of covariates and proxy exposures, patient-level fitted effects, the population over which \texttt{mean\_cate} is averaged, and the availability and composition of matched pairs. It also changes the sample outcome rate and therefore affects \texttt{normalized\_CATE}, whose denominator is that rate. Effect summaries from original and outcome-downsampled analyses should not be compared as though they estimated the same population quantity without an approved sampling and estimand argument. Outcome-based case-control sampling does not necessarily invalidate every estimator, but interpretation here requires estimator-specific methodological justification and an explicit target-population argument.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0454,thesis-writing/thesis/chapters/07_causal_methodology.tex,treatment,"and the matching summary reports the mean and standard deviation of these matched-pair differences, the number of matched pairs, the match rate, the final allowed Hamming distance, and the observed adjustment columns. This output is useful as a transparent matched descriptive contrast. It should not be labeled as an average treatment effect unless the estimand, graph assumptions, overlap, and matching design are later approved for that interpretation.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0455,thesis-writing/thesis/chapters/07_causal_methodology.tex,effect,"and the matching summary reports the mean and standard deviation of these matched-pair differences, the number of matched pairs, the match rate, the final allowed Hamming distance, and the observed adjustment columns. This output is useful as a transparent matched descriptive contrast. It should not be labeled as an average treatment effect unless the estimand, graph assumptions, overlap, and matching design are later approved for that interpretation.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0456,thesis-writing/thesis/chapters/07_causal_methodology.tex,effects,"For model-based heterogeneous effects, the pipeline includes EconML double-machine-learning estimators and an exploratory CausalPFN branch. The prespecified hierarchy treats CausalForestDML as primary, LinearDML as the secondary comparator, and CausalPFN as exploratory. Double machine learning estimates nuisance outcome and treatment models and then estimates treatment effects after residualization, reducing sensitivity to nuisance-model overfitting under appropriate assumptions \cite{chernozhukov2018dml,oprescu_et_al_2019_econml}. The LinearDML branch uses random-forest nuisance models with a linear final effect model. The CausalForestDML branch uses the same random-forest nuisance-model family and a causal forest final stage, drawing on generalized random-forest and causal-forest ideas for heterogeneous treatment effects \cite{wager2018causalforest,athey2019grf}. This modeling choice is consistent with the broader use of machine learning for individualized treatment-effect estimation in electronic health record and critical-care settings, while still requiring domain-specific validation \cite{smit_2023_causal_inference_icu_scoping_review,bica_2021_individualized_treatment_effects_ehr_ml,lipkovich_2024_modern_hte_methods,curth_2024_ml_individualized_treatment_effects,iwashyna_2015_hte_critical_care}.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0457,thesis-writing/thesis/chapters/07_causal_methodology.tex,CausalPFN,"For model-based heterogeneous effects, the pipeline includes EconML double-machine-learning estimators and an exploratory CausalPFN branch. The prespecified hierarchy treats CausalForestDML as primary, LinearDML as the secondary comparator, and CausalPFN as exploratory. Double machine learning estimates nuisance outcome and treatment models and then estimates treatment effects after residualization, reducing sensitivity to nuisance-model overfitting under appropriate assumptions \cite{chernozhukov2018dml,oprescu_et_al_2019_econml}. The LinearDML branch uses random-forest nuisance models with a linear final effect model. The CausalForestDML branch uses the same random-forest nuisance-model family and a causal forest final stage, drawing on generalized random-forest and causal-forest ideas for heterogeneous treatment effects \cite{wager2018causalforest,athey2019grf}. This modeling choice is consistent with the broader use of machine learning for individualized treatment-effect estimation in electronic health record and critical-care settings, while still requiring domain-specific validation \cite{smit_2023_causal_inference_icu_scoping_review,bica_2021_individualized_treatment_effects_ehr_ml,lipkovich_2024_modern_hte_methods,curth_2024_ml_individualized_treatment_effects,iwashyna_2015_hte_critical_care}.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0458,thesis-writing/thesis/chapters/07_causal_methodology.tex,CausalForestDML,"For model-based heterogeneous effects, the pipeline includes EconML double-machine-learning estimators and an exploratory CausalPFN branch. The prespecified hierarchy treats CausalForestDML as primary, LinearDML as the secondary comparator, and CausalPFN as exploratory. Double machine learning estimates nuisance outcome and treatment models and then estimates treatment effects after residualization, reducing sensitivity to nuisance-model overfitting under appropriate assumptions \cite{chernozhukov2018dml,oprescu_et_al_2019_econml}. The LinearDML branch uses random-forest nuisance models with a linear final effect model. The CausalForestDML branch uses the same random-forest nuisance-model family and a causal forest final stage, drawing on generalized random-forest and causal-forest ideas for heterogeneous treatment effects \cite{wager2018causalforest,athey2019grf}. This modeling choice is consistent with the broader use of machine learning for individualized treatment-effect estimation in electronic health record and critical-care settings, while still requiring domain-specific validation \cite{smit_2023_causal_inference_icu_scoping_review,bica_2021_individualized_treatment_effects_ehr_ml,lipkovich_2024_modern_hte_methods,curth_2024_ml_individualized_treatment_effects,iwashyna_2015_hte_critical_care}.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0459,thesis-writing/thesis/chapters/07_causal_methodology.tex,CausalPFN,"For model-based heterogeneous effects, the pipeline includes EconML double-machine-learning estimators and an exploratory CausalPFN branch. The prespecified hierarchy treats CausalForestDML as primary, LinearDML as the secondary comparator, and CausalPFN as exploratory. Double machine learning estimates nuisance outcome and treatment models and then estimates treatment effects after residualization, reducing sensitivity to nuisance-model overfitting under appropriate assumptions \cite{chernozhukov2018dml,oprescu_et_al_2019_econml}. The LinearDML branch uses random-forest nuisance models with a linear final effect model. The CausalForestDML branch uses the same random-forest nuisance-model family and a causal forest final stage, drawing on generalized random-forest and causal-forest ideas for heterogeneous treatment effects \cite{wager2018causalforest,athey2019grf}. This modeling choice is consistent with the broader use of machine learning for individualized treatment-effect estimation in electronic health record and critical-care settings, while still requiring domain-specific validation \cite{smit_2023_causal_inference_icu_scoping_review,bica_2021_individualized_treatment_effects_ehr_ml,lipkovich_2024_modern_hte_methods,curth_2024_ml_individualized_treatment_effects,iwashyna_2015_hte_critical_care}.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
BOUND-0460,thesis-writing/thesis/chapters/07_causal_methodology.tex,treatment,"For model-based heterogeneous effects, the pipeline includes EconML double-machine-learning estimators and an exploratory CausalPFN branch. The prespecified hierarchy treats CausalForestDML as primary, LinearDML as the secondary comparator, and CausalPFN as exploratory. Double machine learning estimates nuisance outcome and treatment models and then estimates treatment effects after residualization, reducing sensitivity to nuisance-model overfitting under appropriate assumptions \cite{chernozhukov2018dml,oprescu_et_al_2019_econml}. The LinearDML branch uses random-forest nuisance models with a linear final effect model. The CausalForestDML branch uses the same random-forest nuisance-model family and a causal forest final stage, drawing on generalized random-forest and causal-forest ideas for heterogeneous treatment effects \cite{wager2018causalforest,athey2019grf}. This modeling choice is consistent with the broader use of machine learning for individualized treatment-effect estimation in electronic health record and critical-care settings, while still requiring domain-specific validation \cite{smit_2023_causal_inference_icu_scoping_review,bica_2021_individualized_treatment_effects_ehr_ml,lipkovich_2024_modern_hte_methods,curth_2024_ml_individualized_treatment_effects,iwashyna_2015_hte_critical_care}.",Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,RETAINED—QUALIFIED,NO,Observational proxy-state estimate; causal interpretation remains conditional on stated assumptions.,Static reader-facing occurrence reviewed.
