snapshot_id,artifact_type,file,line_or_context,exact_value,pre_edit_hash,post_edit_value,unchanged,authorized_formatting_exception,notes
S5.5-01054,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0.10,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.10,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01055,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0.11,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.11,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01056,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0.14,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.14,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01057,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0.11,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.11,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01058,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0.12,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.12,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01059,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0.13,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.13,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01060,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.10,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.10,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01061,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.12,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.12,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01062,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.09,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.09,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01063,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.07,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.07,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01064,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.11,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.11,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01065,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.12,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.12,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01066,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.10,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.10,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01067,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0.10,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.10,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01068,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,0.14,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.14,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01069,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,0.14,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.14,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01070,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,0.18,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.18,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01071,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,0.15,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.15,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01072,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,0.12,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.12,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01073,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 108,0.08,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.08,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01074,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 108,0.59,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.59,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01075,decimal,thesis-writing/thesis/chapters/09_experimental_design.tex,line 108,0.24,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0.24,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01076,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 9,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01077,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01078,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,0,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01079,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,1,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01080,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,4,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,4,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01081,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,1,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01082,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,2,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01083,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 15,3,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01084,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 26,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01085,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 27,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01086,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 34,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01087,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01088,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,2,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01089,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,9,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01090,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,7,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01091,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,1,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01092,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,2,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01093,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01094,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 46,0,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,0,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01095,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 57,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01096,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 58,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01097,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 59,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01098,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 60,2012,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2012,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01099,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,4,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,4,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01100,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,4,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,4,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01101,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,8,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01102,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,5,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,5,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01103,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 80,2,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,2,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01104,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 108,8,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,8,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01105,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 108,9,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01106,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 108,4,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,4,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01107,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 119,1,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,1,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01108,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 119,-3,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,-3,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01109,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 120,4,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,4,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01110,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 120,-6,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,-6,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01111,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 121,7,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,7,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01112,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 121,-9,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,-9,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01113,integer,thesis-writing/thesis/chapters/09_experimental_design.tex,line 122,10,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,10,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01114,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 2,chap:experimental-design,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,chap:experimental-design,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01115,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 7,sec:experimental-design:prediction-experiment-matrix,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,sec:experimental-design:prediction-experiment-matrix,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01116,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 17,tab:predictive-experimental-matrix,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,tab:predictive-experimental-matrix,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01117,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 32,sec:experimental-design:causal-experiment-matrix,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,sec:experimental-design:causal-experiment-matrix,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01118,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 48,tab:causal-experimental-matrix,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,tab:causal-experimental-matrix,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01119,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 66,sec:experimental-design:computational-environment-reproducibility,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,sec:experimental-design:computational-environment-reproducibility,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01120,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 82,tab:reproducibility-status,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,tab:reproducibility-status,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01121,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 104,sec:experimental-design:evaluation-result-selection-policy,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,sec:experimental-design:evaluation-result-selection-policy,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01122,label,thesis-writing/thesis/chapters/09_experimental_design.tex,line 110,tab:result-admission-policy,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,tab:result-admission-policy,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01123,reference,thesis-writing/thesis/chapters/09_experimental_design.tex,line 4,ref:chap:data-preprocessing,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,ref:chap:data-preprocessing,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01124,reference,thesis-writing/thesis/chapters/09_experimental_design.tex,line 4,ref:chap:clinical-proxy-state-construction,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,ref:chap:clinical-proxy-state-construction,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01125,reference,thesis-writing/thesis/chapters/09_experimental_design.tex,line 4,ref:chap:predictive-modeling-proxy-states,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,ref:chap:predictive-modeling-proxy-states,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01126,reference,thesis-writing/thesis/chapters/09_experimental_design.tex,line 4,ref:chap:causal-graph-effect-estimation-methodology,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,ref:chap:causal-graph-effect-estimation-methodology,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01127,reference,thesis-writing/thesis/chapters/09_experimental_design.tex,line 4,ref:chap:robustness-sensitivity-validation-design,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,ref:chap:robustness-sensitivity-validation-design,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01128,reference,thesis-writing/thesis/chapters/09_experimental_design.tex,line 4,ref:chap:results,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,ref:chap:results,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01129,heading,thesis-writing/thesis/chapters/09_experimental_design.tex,line 1,chapter:Experimental Design,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,chapter:Experimental Design,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01130,heading,thesis-writing/thesis/chapters/09_experimental_design.tex,line 6,section:Prediction Experiment Matrix,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,section:Prediction Experiment Matrix,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01131,heading,thesis-writing/thesis/chapters/09_experimental_design.tex,line 31,section:Causal Experiment Matrix,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,section:Causal Experiment Matrix,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01132,heading,thesis-writing/thesis/chapters/09_experimental_design.tex,line 65,section:Computational Environment and Reproducibility,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,section:Computational Environment and Reproducibility,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01133,heading,thesis-writing/thesis/chapters/09_experimental_design.tex,line 103,section:Evaluation and Result-Selection Policy,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,section:Evaluation and Result-Selection Policy,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01134,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 19,Dataset & Model family & Pretraining support & Input representation & Primary output & Final-artifact status & Provenance limitation \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Dataset & Model family & Pretraining support & Input representation & Primary output & Final-artifact status & Provenance limitation \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01135,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 23,Dataset & Model family & Pretraining support & Input representation & Primary output & Final-artifact status & Provenance limitation \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Dataset & Model family & Pretraining support & Input representation & Primary output & Final-artifact status & Provenance limitation \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01136,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 26,"PhysioNet 2012 and MIMIC-III & STraTS & Available for STraTS family & Split-aware irregular time series and proxy-label targets & Multi-label predictions and exported proxy-state columns & Training summary and export archived & Split, checkpoint, command, and copy lineage incomplete \\",fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,"PhysioNet 2012 and MIMIC-III & STraTS & Available for STraTS family & Split-aware irregular time series and proxy-label targets & Multi-label predictions and exported proxy-state columns & Training summary and export archived & Split, checkpoint, command, and copy lineage incomplete \\",YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01137,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 27,"PhysioNet 2012 and MIMIC-III & GRU, GRU-D, TCN, SAnD & Not the STraTS pretraining path & Dataset-specific irregular-series representation and proxy-label targets & Multi-label predictions and exports & Training summaries and exports archived & Final producing configuration and split/checkpoint linkage incomplete \\",fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,"PhysioNet 2012 and MIMIC-III & GRU, GRU-D, TCN, SAnD & Not the STraTS pretraining path & Dataset-specific irregular-series representation and proxy-label targets & Multi-label predictions and exports & Training summaries and exports archived & Final producing configuration and split/checkpoint linkage incomplete \\",YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01138,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 50,Dataset & Estimator & Sampling condition & Graph & Exposure source & Diagnostics expected & Archived run status & Configuration provenance \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Dataset & Estimator & Sampling condition & Graph & Exposure source & Diagnostics expected & Archived run status & Configuration provenance \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01139,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 54,Dataset & Estimator & Sampling condition & Graph & Exposure source & Diagnostics expected & Archived run status & Configuration provenance \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Dataset & Estimator & Sampling condition & Graph & Exposure source & Diagnostics expected & Archived run status & Configuration provenance \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01140,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 57,"PhysioNet 2012 and MIMIC-III & CausalForest\allowbreak DML & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching, saved-CATE analysis, and permutations & Archived run family with stage records & Numbered producing config path recorded; local file missing \\",fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,"PhysioNet 2012 and MIMIC-III & CausalForest\allowbreak DML & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching, saved-CATE analysis, and permutations & Archived run family with stage records & Numbered producing config path recorded; local file missing \\",YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01141,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 58,"PhysioNet 2012 and MIMIC-III & LinearDML & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching, saved-CATE analysis, and permutations & Archived run family with stage records & Numbered producing config path recorded; local file missing \\",fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,"PhysioNet 2012 and MIMIC-III & LinearDML & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching, saved-CATE analysis, and permutations & Archived run family with stage records & Numbered producing config path recorded; local file missing \\",YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01142,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 59,PhysioNet 2012 and MIMIC-III & CausalPFN & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching; CATE; EconML diagnostics not applicable & Archived run family; later diagnostic stages skipped & Numbered producing config path recorded; local file missing \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,PhysioNet 2012 and MIMIC-III & CausalPFN & Original cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Matching; CATE; EconML diagnostics not applicable & Archived run family; later diagnostic stages skipped & Numbered producing config path recorded; local file missing \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01143,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 60,"PhysioNet 2012 and MIMIC-III & CausalForest\allowbreak DML, LinearDML, CausalPFN & Outcome-downsampled cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Same family-specific checks, interpreted for a different empirical population & Archived run families with stage records & Numbered producing config path recorded; downsampling setting needs manifest confirmation \\",fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,"PhysioNet 2012 and MIMIC-III & CausalForest\allowbreak DML, LinearDML, CausalPFN & Outcome-downsampled cohort & Dataset-specific project graph & Majority-vote binary proxy-state columns & Same family-specific checks, interpreted for a different empirical population & Archived run families with stage records & Numbered producing config path recorded; downsampling setting needs manifest confirmation \\",YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01144,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 84,Reproducibility element & Available evidence & Missing evidence & Impact & Required resolution \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Reproducibility element & Available evidence & Missing evidence & Impact & Required resolution \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01145,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 88,Reproducibility element & Available evidence & Missing evidence & Impact & Required resolution \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Reproducibility element & Available evidence & Missing evidence & Impact & Required resolution \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01146,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 91,Source versions & Repository history and nested source state can be recorded & Exact producing version for every archived artifact and reconciliation of local changes & Version records alone may not reproduce an uncommitted producer state & Producer provenance \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Source versions & Repository history and nested source state can be recorded & Exact producing version for every archived artifact and reconciliation of local changes & Version records alone may not reproduce an uncommitted producer state & Producer provenance \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01147,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 92,Dataset configs & Local compact defaults and archived config paths & Numbered final-run config CSVs and hashes & Exact archived settings remain configuration-incomplete & Configuration recovery \\,fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,Dataset configs & Local compact defaults and archived config paths & Numbered final-run config CSVs and hashes & Exact archived settings remain configuration-incomplete & Configuration recovery \\,YES,NONE,Static frozen-content comparison; unchanged.
S5.5-01148,table_source_line,thesis-writing/thesis/chapters/09_experimental_design.tex,line 93,"Raw data and processed artifacts & Code contracts and path references & Access record, hashes, and processing manifest & Cohort lineage cannot be reproduced from the archive alone & Data manifest and authorized access \\",fe105893d9c3db3c9c4862eb0dedf6f04bdd3224320aa69e827bff3783c89687,"Raw data and processed artifacts & Code contracts and path references & Access record, hashes, and processing manifest & Cohort lineage cannot be reproduced from the archive alone & Data manifest and authorized access \\",YES,NONE,Static frozen-content comparison; unchanged.
