claim_id,file,chapter_or_section,line_or_excerpt,claim_type,claim_summary,numeric_expression,citation_keys,authoritative_source,exact_source_location,support_status,qualification_status,terminology_status,hierarchy_status,cross_language_status,required_action,notes
C0251,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,Thesis,"line 191: Prediction exports contain , one probability column named per proxy target, and one thresholded binary column named exactly as the target label. The STraTS export code thresholds probabilities at 0.5. Downstream voting does not consume probability columns as votes. The helper separates the probability half and binary-tag half of a combined prediction CSV, while the parent router can also drop columns and write a binary-only voter table in configured order. Export provenance r",IMPLEMENTATION,"Prediction exports contain , one probability column named per proxy target, and one thresholded binary column named exactly as the target label. The STraTS export code thresholds probabilities at 0.5. Downstream voting does not consume probability columns as votes. The helper separates the probability half and binary-tag half of a combined prediction CSV, while the parent router can also drop columns and write a binary-only voter table in configured order. Export provenance remains incomplete, so this chapter does not claim that every archived prediction CSV is out-of-sample or tied to a verified checkpoint manifest.",0.5,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0252,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,Thesis,"line 193: The active majority-vote script discovers non-hidden files in the input voter directory, sorts them by path string, and treats the first file as the reference column-order file. Every voter file must contain , have no duplicate normalized identifiers, and contain at least one non-identifier column. All non- columns are treated as latent columns; nonbinary values, including unsplit probability columns, cause validation failure. Later voters must have exactly the same latent-co",IMPLEMENTATION,"The active majority-vote script discovers non-hidden files in the input voter directory, sorts them by path string, and treats the first file as the reference column-order file. Every voter file must contain , have no duplicate normalized identifiers, and contain at least one non-identifier column. All non- columns are treated as latent columns; nonbinary values, including unsplit probability columns, cause validation failure. Later voters must have exactly the same latent-column set as the reference, although they are reordered to the reference order before voting. Rows are aligned on the intersection of values shared by all voters, and the output order follows the reference file restricted to that shared intersection.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0253,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,Thesis,"line 195: For record \(i\), proxy state \(k\), and \(M\) aligned voter files, the implemented rule is \[ _ik = ( _m=1^M Z_ik^(m) 2 ). \] This is equivalent to the source expression ; therefore an even-voter tie is mapped to 1. The output schema is followed by the reference latent columns. The causal orchestrator writes this table under the run's directory and then passes it to mortality prediction, matching, CATE estimation, sensitivity analysis, and permutation stages.",IMPLEMENTATION,"For record \(i\), proxy state \(k\), and \(M\) aligned voter files, the implemented rule is \[ _ik = ( _m=1^M Z_ik^(m) 2 ). \] This is equivalent to the source expression ; therefore an even-voter tie is mapped to 1. The output schema is followed by the reference latent columns. The causal orchestrator writes this table under the run's directory and then passes it to mortality prediction, matching, CATE estimation, sensitivity analysis, and permutation stages.",1;2;2;1,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0254,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,Thesis,"line 208: Majority voting aggregates binary model or rule outputs; it does not establish clinical truth, remove shared model bias, guarantee independence among voters, or prove ensemble superiority. It can amplify correlated errors when voters are trained on related data or share the same rule-derived targets. Its interpretation depends on identical construct definitions, aligned identifiers, binary-only inputs, and the exact voter set supplied to each run. The available run summaries ",NEGATIVE_BOUNDARY,"Majority voting aggregates binary model or rule outputs; it does not establish clinical truth, remove shared model bias, guarantee independence among voters, or prove ensemble superiority. It can amplify correlated errors when voters are trained on related data or share the same rule-derived targets. Its interpretation depends on identical construct definitions, aligned identifiers, binary-only inputs, and the exact voter set supplied to each run. The available run summaries confirm the majority-vote stage and record absolute voter input directories, but they do not archive a per-run voter manifest listing every source file and hash.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0255,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,line 4: This chapter describes the predictive layer that estimates rule-derived proxy-state vectors from ICU time-series records. The supervised target for this layer is a proxy-label matrix loaded from a separate CSV file keyed by ; the inputs are irregular measurement histories plus static covariates prepared under the data contracts described in Chapter [cross-reference]. The models therefore predict analytical proxy labels rather than adjudicated clinical states.,WORKFLOW,This chapter describes the predictive layer that estimates rule-derived proxy-state vectors from ICU time-series records. The supervised target for this layer is a proxy-label matrix loaded from a separate CSV file keyed by ; the inputs are irregular measurement histories plus static covariates prepared under the data contracts described in Chapter [cross-reference]. The models therefore predict analytical proxy labels rather than adjudicated clinical states.,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0256,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 6: The implementation compares STraTS-family irregular-observation models with recurrent, convolutional, attention-based, and decay-based baselines. This chapter defines the representation, training, evaluation, and export mechanics needed to connect these predictors to the later proxy-aggregation workflow. Final run configurations, selected result artifacts, and numerical model comparisons are intentionally deferred to Chapters [cross-reference] and [cross-reference].",IMPLEMENTATION,"The implementation compares STraTS-family irregular-observation models with recurrent, convolutional, attention-based, and decay-based baselines. This chapter defines the representation, training, evaluation, and export mechanics needed to connect these predictors to the later proxy-aggregation workflow. Final run configurations, selected result artifacts, and numerical model comparisons are intentionally deferred to Chapters [cross-reference] and [cross-reference].",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0257,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 13: STraTS represents an irregular time series as a set of observed measurement tokens rather than as a fully imputed grid. The implemented STraTS class constructs each token by adding three learned components: a continuous embedding of measurement time, a continuous embedding of the normalized measurement value, and an embedding of the variable identity. The token sequence is contextualized with a transformer-style block and then pooled with fusion attention to obtain a fixed-di",IMPLEMENTATION,"STraTS represents an irregular time series as a set of observed measurement tokens rather than as a fully imputed grid. The implemented STraTS class constructs each token by adding three learned components: a continuous embedding of measurement time, a continuous embedding of the normalized measurement value, and an embedding of the variable identity. The token sequence is contextualized with a transformer-style block and then pooled with fusion attention to obtain a fixed-dimensional time-series representation [citation]. Static covariates are combined with this representation before either the self-supervised forecasting head or the supervised proxy-label head is applied.",022,tipirneni2022strats,approved bibliography/catalog,references.bib: tipirneni2022strats,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0258,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 15: The same source file implements both and model types. In the verified implementation, pools contextualized observation embeddings and passes static covariates through a learned demographic embedding. The branch instead pools the initial triplet embeddings and concatenates the raw static-covariate vector. The pretraining command-line guard permits self-supervised pretraining only for and ; the recurrent, convolutional, attention-grid, and decay baselines do not have a supporte",IMPLEMENTATION,"The same source file implements both and model types. In the verified implementation, pools contextualized observation embeddings and passes static covariates through a learned demographic embedding. The branch instead pools the initial triplet embeddings and concatenates the raw static-covariate vector. The pretraining command-line guard permits self-supervised pretraining only for and ; the recurrent, convolutional, attention-grid, and decay baselines do not have a supported self-supervised pretraining path in the current source.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0259,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 17: The pretraining dataset loader reads the split-aware processed artifact and removes held-out test identifiers before constructing unsupervised examples. It builds the variable vocabulary from variables observed in the pretraining train split, derives value means and standard deviations from that train split, and saves the resulting variable list, normalization table, and maximum time horizon to . For PhysioNet 2012 the maximum time is 48 hours. For MIMIC-III the loader permit",IMPLEMENTATION,"The pretraining dataset loader reads the split-aware processed artifact and removes held-out test identifiers before constructing unsupervised examples. It builds the variable vocabulary from variables observed in the pretraining train split, derives value means and standard deviations from that train split, and saves the resulting variable list, normalization table, and maximum time horizon to . For PhysioNet 2012 the maximum time is 48 hours. For MIMIC-III the loader permits observations up to five days but samples at most a 24-hour input context and clamps implausibly old age values in the same way as the supervised loader.",2012;48;24,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0260,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 19: Each self-supervised example is formed by sampling a forecast anchor from observed timestamps that are not the final timestamp and are at least 12 hours after record start. Observations up to the anchor form the historical context, truncated by the maximum observation count and, for MIMIC-III, by the 24-hour context limit. The target window extends two hours after the anchor. For each variable observed in that future window, the implementation keeps the last observed normaliz",IMPLEMENTATION,"Each self-supervised example is formed by sampling a forecast anchor from observed timestamps that are not the final timestamp and are at least 12 hours after record start. Observations up to the anchor form the historical context, truncated by the maximum observation count and, for MIMIC-III, by the 24-hour context limit. The target window extends two hours after the anchor. For each variable observed in that future window, the implementation keeps the last observed normalized value and sets the corresponding forecast mask entry to one; variables without future observations are masked out of the loss. Input times are rescaled to the interval \([-1,1]\) using the dataset-specific maximum time.","12;24;-1,1",,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0261,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 21: The pretraining head maps the combined time-series and static representation to one forecast value per variable. Its objective is masked squared error over variables observed in the sampled future window, so unobserved future variables do not contribute to the loss. The pretraining evaluator materializes batches for each evaluation split, sampling three forecast batches per evaluation chunk when a split is first evaluated, and reports , the negative masked loss, for checkpoin",WORKFLOW,"The pretraining head maps the combined time-series and static representation to one forecast value per variable. Its objective is masked squared error over variables observed in the sampled future window, so unobserved future variables do not contribute to the loss. The pretraining evaluator materializes batches for each evaluation split, sampling three forecast batches per evaluation chunk when a split is first evaluated, and reports , the negative masked loss, for checkpoint selection. The best pretraining checkpoint is written as ; loss values themselves are not reported in this methods chapter.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0262,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 23: Checkpoint-loaded supervised training is implemented by constructing the target supervised architecture, loading the supplied pretraining checkpoint, and copying overlapping tensors into the current model state before calling . When is supplied, the supervised dataset also loads from the same directory to reuse the pretraining variable vocabulary, normalization statistics, and maximum-time metadata. This source path supports warm-started STraTS-family training, but the archiv",IMPLEMENTATION,"Checkpoint-loaded supervised training is implemented by constructing the target supervised architecture, loading the supplied pretraining checkpoint, and copying overlapping tensors into the current model state before calling . When is supplied, the supervised dataset also loads from the same directory to reuse the pretraining variable vocabulary, normalization statistics, and maximum-time metadata. This source path supports warm-started STraTS-family training, but the archived final exports still lack a complete manifest linking each exported CSV to the intended pretraining checkpoint, supervised checkpoint, split artifact, and archive-copy step.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0263,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 30: The supervised prediction task uses a latent-label CSV as its target matrix. The loader accepts identifier columns named , , or , canonicalizes them to , and checks consistency when more than one accepted identifier column is present. It then filters the label table to the supervised split identifiers, raises an error for missing labels, raises an error for duplicate normalized identifiers, sorts rows to match the internal supervised identifier order, and treats every non- co",WORKFLOW,"The supervised prediction task uses a latent-label CSV as its target matrix. The loader accepts identifier columns named , , or , canonicalizes them to , and checks consistency when more than one accepted identifier column is present. It then filters the label table to the supervised split identifiers, raises an error for missing labels, raises an error for duplicate normalized identifiers, sorts rows to match the internal supervised identifier order, and treats every non- column as a proxy-label target. The number and order of supervised targets are therefore determined at runtime by the CSV schema.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0264,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 32: All supervised backends share a multi-label output contract. During training the model returns binary cross-entropy with logits against the full target vector, using per-target positive-class weights computed from the supervised train split. During evaluation or prediction export, the same model call without labels returns sigmoid probabilities. Static covariates are normalized from training rows and are concatenated, either after a learned demographic embedding or directly i",WORKFLOW,"All supervised backends share a multi-label output contract. During training the model returns binary cross-entropy with logits against the full target vector, using per-target positive-class weights computed from the supervised train split. During evaluation or prediction export, the same model call without labels returns sigmoid probabilities. Static covariates are normalized from training rows and are concatenated, either after a learned demographic embedding or directly in the branch, with each model's time-series representation. In scratch supervised training the binary head maps the combined representation directly to the proxy-label logits. In checkpoint-loaded training the source inserts an intermediate forecasting head before the binary head so that overlapping pretraining tensors can be reused.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0265,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 34: The STraTS supervised backend uses the irregular observation triplets described in Section [cross-reference]: time, value, and variable embeddings, transformer contextualization, fusion attention, and static-feature combination [citation]. The branch shares the same triplet construction and fusion-attention module, but its verified pooling and static-feature path differ as described above. The final artifact archive contains STraTS prediction CSVs, while no final iSTraTS pred",IMPLEMENTATION,"The STraTS supervised backend uses the irregular observation triplets described in Section [cross-reference]: time, value, and variable embeddings, transformer contextualization, fusion attention, and static-feature combination [citation]. The branch shares the same triplet construction and fusion-attention module, but its verified pooling and static-feature path differ as described above. The final artifact archive contains STraTS prediction CSVs, while no final iSTraTS prediction artifact was found.",022,tipirneni2022strats,approved bibliography/catalog,references.bib: tipirneni2022strats,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0266,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 36: The GRU baseline uses a dense hourly grid rather than the raw irregular token set. For each hour and variable, the loader builds value, observation-mask, and elapsed-time-since-observation channels, mean-fills unobserved values from training data, normalizes the filled values, and concatenates the three channel groups before passing them to a gated recurrent unit [citation]. The final recurrent hidden state is concatenated with the static-feature embedding and projected throu",WORKFLOW,"The GRU baseline uses a dense hourly grid rather than the raw irregular token set. For each hour and variable, the loader builds value, observation-mask, and elapsed-time-since-observation channels, mean-fills unobserved values from training data, normalizes the filled values, and concatenates the three channel groups before passing them to a gated recurrent unit [citation]. The final recurrent hidden state is concatenated with the static-feature embedding and projected through the shared supervised head.",014,cho2014gru,approved bibliography/catalog,references.bib: cho2014gru,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0267,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 38: The GRU-D backend uses a model-specific irregular sequence representation containing observed values, missingness masks, elapsed-time tensors, sequence lengths, and static covariates [citation]. The implemented cell updates last observed values, applies learned exponential decay to inputs and hidden states as a function of elapsed time, and includes missingness masks in the recurrent gates. The representation passed to the supervised head is the final valid recurrent state fo",IMPLEMENTATION,"The GRU-D backend uses a model-specific irregular sequence representation containing observed values, missingness masks, elapsed-time tensors, sequence lengths, and static covariates [citation]. The implemented cell updates last observed values, applies learned exponential decay to inputs and hidden states as a function of elapsed time, and includes missingness masks in the recurrent gates. The representation passed to the supervised head is the final valid recurrent state for each sequence combined with the static-feature embedding.",018,che2018grud,approved bibliography/catalog,references.bib: che2018grud,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0268,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 40: The TCN baseline uses the same dense hourly value, observation-mask, and elapsed-time representation as the GRU baseline, but processes the sequence with temporal convolutional residual blocks [citation]. The implementation permutes the dense grid into channel-first form, applies a temporal convolutional network, takes the last temporal embedding, and concatenates it with the static-feature embedding before projection to proxy-label logits.",IMPLEMENTATION,"The TCN baseline uses the same dense hourly value, observation-mask, and elapsed-time representation as the GRU baseline, but processes the sequence with temporal convolutional residual blocks [citation]. The implementation permutes the dense grid into channel-first form, applies a temporal convolutional network, takes the last temporal embedding, and concatenates it with the static-feature embedding before projection to proxy-label logits.",018,bai2018tcn,approved bibliography/catalog,references.bib: bai2018tcn,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0269,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 42: The SAnD backend also consumes the dense hourly representation. It applies a one-dimensional input embedding, learned positional encoding, masked attention blocks constrained by a local attention window, and dense interpolation over a fixed number of reference positions before combining the resulting time-series representation with static covariates [citation]. In this repository, SAnD is therefore an attention-based dense-grid comparator rather than an irregular-token model.",WORKFLOW,"The SAnD backend also consumes the dense hourly representation. It applies a one-dimensional input embedding, learned positional encoding, masked attention blocks constrained by a local attention window, and dense interpolation over a fixed number of reference positions before combining the resulting time-series representation with static covariates [citation]. In this repository, SAnD is therefore an attention-based dense-grid comparator rather than an irregular-token model.",018,song2018sand,approved bibliography/catalog,references.bib: song2018sand,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0270,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,line 51: Model | Temporal representation and irregularity handling | Static features and pretraining path | Citation and repository evidence status,WORKFLOW,Model | Temporal representation and irregularity handling | Static features and pretraining path | Citation and repository evidence status,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0271,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,line 55: Model | Temporal representation and irregularity handling | Static features and pretraining path | Citation and repository evidence status,WORKFLOW,Model | Temporal representation and irregularity handling | Static features and pretraining path | Citation and repository evidence status,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0272,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 60: STraTS | Irregular observation tokens built from time, value, and variable embeddings; observation masks handle padding, and fusion attention pools contextualized tokens. | Learned demographic embedding is concatenated with the pooled representation; self-supervised pretraining is supported. | [citation]. Implementation confirmed; wrappers and archived STraTS outputs present; final checkpoint-to-export manifest incomplete.",IMPLEMENTATION,"STraTS | Irregular observation tokens built from time, value, and variable embeddings; observation masks handle padding, and fusion attention pools contextualized tokens. | Learned demographic embedding is concatenated with the pooled representation; self-supervised pretraining is supported. | [citation]. Implementation confirmed; wrappers and archived STraTS outputs present; final checkpoint-to-export manifest incomplete.",022,tipirneni2022strats,approved bibliography/catalog,references.bib: tipirneni2022strats,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0273,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 61: GRU | Dense hourly grid with value, observation-mask, and elapsed-time channels; unobserved values are mean-filled before normalization. | Learned demographic embedding is concatenated with the final recurrent state; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived GRU prediction CSVs present; export provenance incomplete.",IMPLEMENTATION,"GRU | Dense hourly grid with value, observation-mask, and elapsed-time channels; unobserved values are mean-filled before normalization. | Learned demographic embedding is concatenated with the final recurrent state; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived GRU prediction CSVs present; export provenance incomplete.",014,cho2014gru,approved bibliography/catalog,references.bib: cho2014gru,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0274,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 62: GRU-D | Irregular sequence of value, mask, elapsed-time, and sequence-length tensors; learned decays and masks enter the recurrent update. | Learned demographic embedding is concatenated with the final valid recurrent state; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived GRU-D prediction CSVs present; export provenance incomplete.",IMPLEMENTATION,"GRU-D | Irregular sequence of value, mask, elapsed-time, and sequence-length tensors; learned decays and masks enter the recurrent update. | Learned demographic embedding is concatenated with the final valid recurrent state; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived GRU-D prediction CSVs present; export provenance incomplete.",018,che2018grud,approved bibliography/catalog,references.bib: che2018grud,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0275,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 63: TCN | Dense hourly grid with value, observation-mask, and elapsed-time channels processed by temporal convolutional residual blocks. | Learned demographic embedding is concatenated with the last convolutional embedding; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived TCN prediction CSVs present; export provenance incomplete.",IMPLEMENTATION,"TCN | Dense hourly grid with value, observation-mask, and elapsed-time channels processed by temporal convolutional residual blocks. | Learned demographic embedding is concatenated with the last convolutional embedding; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived TCN prediction CSVs present; export provenance incomplete.",018,bai2018tcn,approved bibliography/catalog,references.bib: bai2018tcn,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0276,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 64: SAnD | Dense hourly grid with input embedding, positional encoding, masked attention, and dense interpolation; mask/delta channels come from the loader. | Learned demographic embedding is concatenated after dense interpolation; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived SAnD prediction CSVs present; export provenance incomplete.",IMPLEMENTATION,"SAnD | Dense hourly grid with input embedding, positional encoding, masked attention, and dense interpolation; mask/delta channels come from the loader. | Learned demographic embedding is concatenated after dense interpolation; pretraining is not supported by the current guard. | [citation]. Implementation confirmed; archived SAnD prediction CSVs present; export provenance incomplete.",018,song2018sand,approved bibliography/catalog,references.bib: song2018sand,SUPPORTED,NOT_REQUIRED,CONSISTENT,NOT_APPLICABLE,NOT_APPLICABLE,RETAIN,Key and placement audited.
C0277,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 68: The supervised evaluator computes metrics independently for each target column in the requested split. Target columns with only one observed class in that split are skipped. For the remaining targets, it computes AUROC, area under the precision-recall curve, and the maximum value of the pointwise minimum of precision and recall. The reported split-level values are simple averages over the non-degenerate target columns, with loss and negative loss also recorded. During supervi",WORKFLOW,"The supervised evaluator computes metrics independently for each target column in the requested split. Target columns with only one observed class in that split are skipped. For the remaining targets, it computes AUROC, area under the precision-recall curve, and the maximum value of the pointwise minimum of precision and recall. The reported split-level values are simple averages over the non-degenerate target columns, with loss and negative loss also recorded. During supervised training, checkpoint selection uses the validation value of ; this validation score should not be interpreted as a test score.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0278,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 70: Training mechanics are shared across the supervised backends at the top-level script. The script constructs a deterministic seed by adding the run index to the configured seed, uses AdamW for trainable parameters, clips gradient norms at 0.3, evaluates at the configured validation schedule, and saves when the validation selection metric improves. If an split is evaluated, it is the first 2000 training examples in the current supervised split object, which makes it a diagnosti",IMPLEMENTATION,"Training mechanics are shared across the supervised backends at the top-level script. The script constructs a deterministic seed by adding the run index to the configured seed, uses AdamW for trainable parameters, clips gradient norms at 0.3, evaluates at the configured validation schedule, and saves when the validation selection metric improves. If an split is evaluated, it is the first 2000 training examples in the current supervised split object, which makes it a diagnostic subset rather than a separate external evaluation set.",0.3;2000,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0279,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 77: Prediction export is requested with . The export routine can run after a training run or in an export-only invocation with no training steps scheduled. Immediately before export, the script reloads from the current output directory only if that file exists. The exported split is selected by , whose accepted values are , , , and ; in the case the exporter iterates over all supervised identifiers in the train, validation, and test split object. The inspected wrapper scripts and",IMPLEMENTATION,"Prediction export is requested with . The export routine can run after a training run or in an export-only invocation with no training steps scheduled. Immediately before export, the script reloads from the current output directory only if that file exists. The exported split is selected by , whose accepted values are , , , and ; in the case the exporter iterates over all supervised identifiers in the train, validation, and test split object. The inspected wrapper scripts and archived export logs support for the final prediction CSVs, but they do not provide a complete processed-artifact, checkpoint, and archive-copy manifest.",,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0280,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,"line 79: For every exported row, the exporter removes labels from the batch, obtains probability outputs from the model, thresholds each probability at 0.5, and writes a combined CSV. The first column is . It is followed by one probability column named for each target and then one thresholded binary prediction column named exactly as the target label. These binary columns are model-predicted proxy labels, not rule-derived labels and not clinical adjudications.",WORKFLOW,"For every exported row, the exporter removes labels from the batch, obtains probability outputs from the model, thresholds each probability at 0.5, and writes a combined CSV. The first column is . It is followed by one probability column named for each target and then one thresholded binary prediction column named exactly as the target label. These binary columns are model-predicted proxy labels, not rule-derived labels and not clinical adjudications.",0.5,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0281,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,line 88: Column group | Naming pattern | Meaning | Source of value,WORKFLOW,Column group | Naming pattern | Meaning | Source of value,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
C0282,thesis-writing/thesis/chapters/06_predictive_modeling.tex,Thesis,line 90: Identifier | | Normalized supervised record identifier. | STraTS dataset loader and split object.,WORKFLOW,Identifier | | Normalized supervised record identifier. | STraTS dataset loader and split object.,,,cross-thesis evidence audit,thesis; checked source/tables,SUPPORTED_WITH_QUALIFICATION,EXPLICITLY_BOUNDED,CONSISTENT,ALIGNED,NOT_APPLICABLE,RETAIN,Scope and terminology bounded.
