figure_id,dataset,estimator,sampling_condition,treatment,source_path,source_sha256,width,height,producing_script,input_source,source_status,selection_status,admission_status,caveat_codes,notes
OPTION-MIMIC_NON_DOWNSAMPLED_CATE_RANKING,mimic,,,,thesis-writing/figures-options/mimic_non_downsampled_cate_ranking.png,e54ad1cf1d268135def7312f69065b49221a505d04d885720eb2d984e8e0428a,1461,831,,checked_cate_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,EXCLUDED_FROM_THESIS,BLOCKED_VALUE_CONFLICT,BLOCKED_VALUE_CONFLICT,"role=EXCLUDED_PROVENANCE; Labels equal the two-DML average rather than the image-labelled three-estimator median; remains blocked and excluded; corrected replacement is thesis-writing/thesis/figures/results_mimic_forest_original_cate_ranking.png."
OPTION-MORTALITY_PREDICTION_METRICS,cross-dataset,,,,thesis-writing/figures-options/mortality_prediction_metrics.png,31a50483797e93a010c186c9f77ed9c98eb0754b7c2954381d14fb2caa4efe01,1459,779,,checked_mortality_prediction.csv,OPTIONAL_FIGURE_ARCHIVED,EXCLUDED_FROM_THESIS,EXCLUDED_LEGACY,NOT_SELECTED,role=EXCLUDED; Superseded by corrected AUROC/AUPRC figure.
OPTION-MORTALITY_PREDICTION_TRUE_AUROC_AUPRC,cross-dataset,,,,thesis-writing/figures-options/mortality_prediction_true_auroc_auprc.png,4f3733e7cc00d261aa0933c2e2bfdad44f5481a72b2facb41e231d6c4e524116,1619,771,,checked_mortality_prediction.csv,OPTIONAL_FIGURE_ARCHIVED,SUPPORTING_APPENDIX,ADMISSIBLE_WITH_QUALIFICATIONS,VALIDATED_SOURCE_ROUNDED,role=APPENDIX; Test AUROC/AUPRC from archived proxy-state mortality-prediction text; predictive association only.
OPTION-PERMUTATION_NULL_CHECK,cross-dataset,,,,thesis-writing/figures-options/permutation_null_check.png,891370daff1d5f286845f2c6a46bb39eb632cf564da6d6d2cf26e496bf567d6f,1619,839,,checked_permutation_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,SUPPORTING_APPENDIX,ADMISSIBLE_WITH_QUALIFICATIONS,VALIDATED_SOURCE_ROUNDED,role=APPENDIX; Aggregate permutation sanity diagnostic; not identification proof.
OPTION-PHYSIONET_ALL_RUN_STABILITY,physionet,,,,thesis-writing/figures-options/physionet_all_run_stability.png,d4aba191795b0713f4c1f31a96acf1c7916e4860e374e7a3ba2694b237901bd7,1602,971,,checked_cate_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,SUPPORTING_APPENDIX,ADMISSIBLE_WITH_QUALIFICATIONS,VALIDATED_SOURCE_ROUNDED,role=APPENDIX; Separates original and outcome-downsampled bars; descriptive stability display.
OPTION-PHYSIONET_NON_DOWNSAMPLED_CATE_RANKING,physionet,,,,thesis-writing/figures-options/physionet_non_downsampled_cate_ranking.png,890db4d998ca1c4d8fe8b31024291f508ab01c5a418db280a3c1ebf793bfdf2c,1460,899,,checked_cate_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,EXCLUDED_FROM_THESIS,BLOCKED_VALUE_CONFLICT,BLOCKED_VALUE_CONFLICT,"role=EXCLUDED_PROVENANCE; Labels equal the two-DML average rather than the image-labelled three-estimator median; remains blocked and excluded; corrected replacement is thesis-writing/thesis/figures/results_physionet_forest_original_cate_ranking.png."
OPTION-SENSITIVITY_INTERVALS,cross-dataset,,,,thesis-writing/figures-options/sensitivity_intervals.png,e3ee2c49b3e79e5de5122ebb24f2abdf6ec346dd68d9a017d2ed411c40ea65cc,1699,1019,,checked_sensitivity_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,SUPPORTING_APPENDIX,ADMISSIBLE_WITH_QUALIFICATIONS,VALIDATED_SOURCE_ROUNDED,role=APPENDIX; Interval display retains archived diagnostic source limitations; does not validate the DAG or eliminate confounding.
OPTION-SENSITIVITY_INTERVALS_TRIMMED,cross-dataset,,,,thesis-writing/figures-options/sensitivity_intervals_trimmed.png,be4c79604fcd81e6e43d757ba21e958e96ad2e07bea79f71e52e29a5cd0df80f,1700,978,,checked_sensitivity_candidates.csv,OPTIONAL_FIGURE_ARCHIVED,EXCLUDED_FROM_THESIS,EXCLUDED_LEGACY,NOT_SELECTED,role=EXCLUDED; Truncated visual range risks selective emphasis.
OPTION-SHOCK_RULE_TREE,cross-dataset,,,,thesis-writing/figures-options/shock_rule_tree.png,4140d52e41b83f2ff3b990c58ce8253c24f1b5415cf2db1332928dc027371cc3,1192,716,,checked_proxy_prevalence.csv,OPTIONAL_FIGURE_ARCHIVED,SUPPORTING_APPENDIX,ADMISSIBLE_WITH_QUALIFICATIONS,NOT_NUMERICAL_ILLUSTRATION,"role=APPENDIX; One illustrative proxy-rule example, not clinical validation."
GENERATED-MIMIC-FOREST-ORIGINAL-RANKING,mimic,CausalForestDML,original,,thesis-writing/thesis/figures/results_mimic_forest_original_cate_ranking.png,e87b0d768ee3e1f11835d8fc7beb324c0b7a72e6ddc374c0872610cd1242b969,3360,2220,thesis-writing/results/generate_stage_4_6B_main_figures.py,thesis-writing/results/checked_cate_candidates.csv,SOURCE_EXACT_GENERATED,MAIN_RESULTS,ADMISSIBLE_WITH_QUALIFICATIONS,DESCRIPTIVE_RANKING;NO_INTERVALS;CAUSAL_ASSUMPTIONS_REQUIRED,"artifact_role=generated checked result figure; filter=dataset=mimic|estimator=CausalForestDML|sampling_condition=original|selection_status=PRIMARY_MAIN_TEXT; source_rows=9; placement=Chapter 10 Primary CausalForestDML Results; caption=original-cohort MIMIC-III mean model-estimated CATE with all nine exposures and descriptive/causal limitations."
GENERATED-PHYSIONET-FOREST-ORIGINAL-RANKING,physionet,CausalForestDML,original,,thesis-writing/thesis/figures/results_physionet_forest_original_cate_ranking.png,1a64ad1dac16fae862ae886b1f3d19d878c3043cccc3d32b22ae2472bb854c87,3360,2430,thesis-writing/results/generate_stage_4_6B_main_figures.py,thesis-writing/results/checked_cate_candidates.csv,SOURCE_EXACT_GENERATED,MAIN_RESULTS,ADMISSIBLE_WITH_QUALIFICATIONS,DESCRIPTIVE_RANKING;NO_INTERVALS;CAUSAL_ASSUMPTIONS_REQUIRED,"artifact_role=generated checked result figure; filter=dataset=physionet|estimator=CausalForestDML|sampling_condition=original|selection_status=PRIMARY_MAIN_TEXT; source_rows=10; placement=Chapter 10 Primary CausalForestDML Results; caption=original-cohort PhysioNet mean model-estimated CATE with all ten exposures negative shock retained and descriptive/causal limitations."
GENERATED-ORIGINAL-THREE-ESTIMATOR-DIRECTION,cross-dataset,CausalForestDML;LinearDML;CausalPFN,original,,thesis-writing/thesis/figures/results_original_three_estimator_direction_agreement.png,0f2b89b3fce68b965c79387287f7651e635d91cf4e8232e079acc4cb640b59ea,3060,1740,thesis-writing/results/generate_stage_4_6B_main_figures.py,thesis-writing/results/checked_cate_candidates.csv,SOURCE_EXACT_GENERATED,MAIN_RESULTS,ADMISSIBLE_WITH_QUALIFICATIONS,DIRECTION_ONLY;NO_DOWNSAMPLED_ROWS;NO_EQUIVALENCE_CLAIM,"artifact_role=generated checked result figure; filter=sampling_condition=original|estimators=CausalForestDML+LinearDML+CausalPFN; source_rows=57; joined_comparisons=19; placement=Chapter 10 CausalPFN Exploratory Results; caption=18/19 concordant MIMIC 9/9 PhysioNet 9/10 PhysioNet shock sole exception with no magnitude/equivalence/causal-validity claim."
