dataset,edge_number,parent,child,edge_inventory_path,clinical_rationale,rationale_origin,original_chatgpt_source_ids,original_chatgpt_mapping_status,original_chatgpt_locator,doi_or_url,independent_verification_source_ids,independent_verification_status,support_verdict,verification_locator,limitations
PhysioNet 2012,27,LAT_NEUROLOGIC_DYSFUNCTION,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",SOFA local PDF pp. 2-3,"SOFA describes organ dysfunction and mortality association, not directed causality for this edge."
PhysioNet 2012,28,LAT_RENAL_DYSFUNCTION,LAT_METABOLIC_DERANGEMENT,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,29,LAT_RENAL_DYSFUNCTION,OBS_RenalLabsUrine,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_KDIGO2012; V_SOFA1996,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,KDIGO local PDF p. 11; SOFA local PDF p. 2 Table 3,"Sources support creatinine/urine measures, not every grouped observation or direction."
PhysioNet 2012,30,LAT_RENAL_DYSFUNCTION,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",SOFA local PDF pp. 2-3,"SOFA describes organ dysfunction and mortality association, not directed causality for this edge."
PhysioNet 2012,31,LAT_RESPIRATORY_FAILURE,LAT_METABOLIC_DERANGEMENT,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,32,LAT_RESPIRATORY_FAILURE,OBS_RespiratoryGasExchange,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996; V_BERLIN2012,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,SOFA local PDF p. 2 Table 3; Berlin local PDF pp. 4-6,"Sources support oxygenation measurements, but Berlin requires additional diagnostic conditions."
PhysioNet 2012,33,LAT_RESPIRATORY_FAILURE,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,V_SOFA1996,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",SOFA local PDF pp. 2-3,"SOFA describes organ dysfunction and mortality association, not directed causality for this edge."
PhysioNet 2012,34,LAT_RESPIRATORY_FAILURE,TRT_MechanicalVentilation,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Care-process edge: evidence of the parent state is assumed to prompt or indicate the recorded treatment.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,35,LAT_SHOCK,LAT_HEPATIC_DYSFUNCTION,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,36,LAT_SHOCK,LAT_METABOLIC_DERANGEMENT,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,37,LAT_SHOCK,LAT_RENAL_DYSFUNCTION,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Project structural hypothesis: the parent physiological state is upstream of the child state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,38,LAT_SHOCK,MISS_LactateABGOrdering,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Observation-process edge: the parent state is assumed to influence selective ordering or monitoring.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
PhysioNet 2012,39,LAT_SHOCK,OBS_Hemodynamics,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Measurement-model edge: the observed group is treated as a manifestation or measurement of the parent proxy state.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,O_SEPSIS3; V_SOFA1996,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,VERIFIED — PARTIALLY SUPPORTS THE STATED CLAIM,Sepsis-3 local PDF p. 1; SOFA local PDF p. 2 Table 3,"Sources support blood-pressure/lactate or cardiovascular criteria, not a complete causal measurement model."
PhysioNet 2012,40,LAT_SHOCK,OUT_InHospitalMortality,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Outcome edge: the parent state is assumed to represent pathophysiologic burden related to mortality.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_SOFA_MSD,"SOURCE PRESENT IN CHATGPT EXPORT, EXACT MAPPING NOT RECOVERABLE",physionet-prompt-running.pdf sections 6 and 10,https://www.msdmanuals.com/professional/multimedia/table/sequential-organ-failure-assessment-sofa-score,O_SEPSIS3,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Sepsis-3 local PDF p. 1,The source reports mortality risk/association; observational evidence does not establish the project arrow.
PhysioNet 2012,41,MISS_LactateABGOrdering,OBS_MetabolicLabsABG,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Observation-process edge: ordering or measurement intensity determines recorded availability/counts.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,V_LIPTON2016,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Lipton et al. local PDF pp. 1-2,Paper shows care-generated observation patterns can be predictive; it does not establish this dataset-specific arrow.
PhysioNet 2012,42,MISS_LactateABGOrdering,OBS_RespiratoryGasExchange,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Observation-process edge: ordering or measurement intensity determines recorded availability/counts.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,V_LIPTON2016,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Lipton et al. local PDF pp. 1-2,Paper shows care-generated observation patterns can be predictive; it does not establish this dataset-specific arrow.
PhysioNet 2012,43,MISS_MeasurementIntensity,OBS_AvailabilityCounts,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Observation-process edge: ordering or measurement intensity determines recorded availability/counts.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,V_LIPTON2016,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Lipton et al. local PDF pp. 1-2,Paper shows care-generated observation patterns can be predictive; it does not establish this dataset-specific arrow.
PhysioNet 2012,44,MISS_TroponinOrdering,OBS_TroponinHR,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Observation-process edge: ordering or measurement intensity determines recorded availability/counts.,Current graph source/final ChatGPT mechanism table; project structural assumption,O_JMIR2025,CONFIRMED FAMILY-LEVEL ORIGINAL CHATGPT SOURCE,physionet-prompt-running.pdf sections 6 and 10,https://medinform.jmir.org/2025/1/e79307,V_LIPTON2016,"VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY","VERIFIED — SUPPORTS ASSOCIATION, NOT DIRECTED CAUSALITY",Lipton et al. local PDF pp. 1-2,Paper shows care-generated observation patterns can be predictive; it does not establish this dataset-specific arrow.
PhysioNet 2012,45,TRT_MechanicalVentilation,OBS_RespiratoryGasExchange,thesis-writing/logs/stage_5_2_figure_values/F-DAG-PHYSIONET-edges.csv,Treatment/recording edge: delivered care changes or generates the recorded observed-data group.,Current graph source/final ChatGPT mechanism table; project structural assumption,,NO ORIGINAL CHATGPT SOURCE FOUND,physionet-prompt-running.pdf sections 6 and 10,,,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,NOT VERIFIED — NO SPECIFIC SOURCE MAPPED,,No edge-specific locally verified source was mapped.
