artifact_id,result_family,planned_chapter_section,planned_table_or_figure_id,pipeline,dataset,model_or_estimator,sampling_condition,run_name,treatment_or_proxy,artifact_role,relative_path,recorded_absolute_path,file_type,file_size_bytes,sha256,row_count,column_count,column_names_or_schema_signature,image_width,image_height,producing_stage,producing_script,run_summary_path,log_path,configuration_path,configuration_available,configuration_hash,source_commit,source_commit_status,command_available,input_provenance_status,execution_status,artifact_status,duplicate_group,canonical_source,admission_status,provenance_class,caveat_codes,human_decision_required,notes
ART-00858,matching,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_RENAL_DYSFUNCTION/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/matching,txt,895,9a7d7b4007c3be3fbee6feff2f7953c7abdcc0b779e8382ad46a493bb2e474e0,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-9a7d7b4007c3,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_RENAL_DYSFUNCTION/summary_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00859,matching,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_RESPIRATORY_FAILURE/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/matching,txt,236,f346b6bd38411e7b949dfd760c52d0dc3e99d348c1643695aae3544a89d0c739,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-f346b6bd3841,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_RESPIRATORY_FAILURE/summary_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00860,matching,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_SHOCK/confounder_analysis.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/matching,txt,587,3b5d87a2367aa5f3aaa447488fe0e020986db384de3564cac6e1f03da813dd28,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-3b5d87a2367a,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_SHOCK/confounder_analysis.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00861,matching,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_SHOCK/matched_pairs.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/matching,csv,33385,d7f4deed9137e2f8deec03bda25af62359a78d589c71f46fcf8da777a05cce1f,587,20,headers=treated_row_idx|control_row_idx|treated_ts_id|control_ts_id|treated_outcome|control_outcome|pair_effect|hamming_distance|treated_ICUType_1|control_ICUType_1|treated_ICUType_2|control_ICUType_2|treated_ICUType_3|control_ICUType_3|treated_ICUType_4|control_ICUType_4|treated_LAT_CARDIAC_INJURY_STRAIN|control_LAT_CARDIAC_INJURY_STRAIN|treated_LAT_INFLAMMATION_SEPSIS_BURDEN|control_LAT_INFLAMMATION_SEPSIS_BURDEN; duplicate_headers=False; duplicate_rows=False; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-d7f4deed9137,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_SHOCK/matched_pairs.csv,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00862,matching,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_SHOCK/summary_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/matching,txt,1110,75edc461af12d4da8293380a5cb07d69fcfb0959e7d7705bd56b83e2dffad2fd,,,text; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-75edc461af12,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/LAT_SHOCK/summary_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00863,matching,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/global_summary.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/matching,csv,2540,98837ea7b8e73d547b3f2377a120f35cfa71766393816f70cc197cb739e88c31,7,16,headers=treatment|n_total|outcome_rate|treatment_rate|n_pairs|match_rate|mean_pair_effect|std_pair_effect|min_pair_effect|max_pair_effect|mean_normalized_pair_effect|final_allowed_distance|reached_sufficient_pairs|hit_max_dist_without_sufficient_pairs|observed_confounders|binary_matching_columns; duplicate_headers=False; duplicate_rows=False; parse=OK,,,matching,/truenas/home/kenzikob/causal-irregular-time-series/src/matching_causal_effect.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/04_matching.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-98837ea7b8e7,final-results/causal-outputs/outputs-physionet-forest-downsample/matching/global_summary.csv,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00864,mortality_prediction,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/mortality_prediction/mortality_prediction_results.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/mortality_prediction,txt,963,add0e4b461b7bda397f714e99c50c46ab813b8556087f5da8217329d17379d32,,,text; parse=OK,,,mortality_prediction,/truenas/home/kenzikob/causal-irregular-time-series/src/mortality_prediction_using_latents.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/03_mortality_prediction.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-add0e4b461b7,final-results/causal-outputs/outputs-physionet-forest-downsample/mortality_prediction/mortality_prediction_results.txt,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00865,permutation,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/permutations_test/outcome_permutation_results.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/permutations_test,csv,3655,f07631a1f5a8533d512f34e5eb80dd977c3ab142a6ded58ee1b210ae1ca741e3,10,17,headers=treatment|model_type|real_mean_cate|real_mean_normalized_cate|num_trials|permutation_target|permuted_mean_cate_mean|permuted_mean_cate_std|permuted_mean_normalized_cate_mean|permuted_mean_normalized_cate_std|snr_cate|zscore_cate|snr_normalized_cate|zscore_normalized_cate|seed|experiment_dir|warnings; duplicate_headers=False; duplicate_rows=False; parse=OK,,,permutations_test,/truenas/home/kenzikob/causal-irregular-time-series/src/permutations_test.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/07_permutations_test.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00866,permutation,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/permutations_test/treatment_permutation_results.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/permutations_test,csv,3674,5ba1f00ad9166d6cbfe6c58cea0907987e618442987af28ba87ff643e09227de,10,17,headers=treatment|model_type|real_mean_cate|real_mean_normalized_cate|num_trials|permutation_target|permuted_mean_cate_mean|permuted_mean_cate_std|permuted_mean_normalized_cate_mean|permuted_mean_normalized_cate_std|snr_cate|zscore_cate|snr_normalized_cate|zscore_normalized_cate|seed|experiment_dir|warnings; duplicate_headers=False; duplicate_rows=False; parse=OK,,,permutations_test,/truenas/home/kenzikob/causal-irregular-time-series/src/permutations_test.py,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-2/logs/07_permutations_test.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00867,run_summary,Chapter 10,,causal,physionet,CausalForestDML,outcome-downsampled,outputs-physionet-forest-downsample,,archived_source,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,,json,14239,7a7a5b513d9fd71db970277b2f3c026ec020028f6eb0c553a2ac02b17e90cf0c,,,top_level=dict; keys=overall_status|overall_error|generated_at_utc|repo_root|output_root|dataset|dataset_config_csv|latent_tags_dir|dataset_pkl_path|stages,,,,,final-results/causal-outputs/outputs-physionet-forest-downsample/run_summary.json,,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-2.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,False,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00868,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_benchmark_report.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,txt,17505,8c944984cf0c0bd13c2cb7856fc5f32a298e15d109209e184a0c12012e857d40,,,text; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00869,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_benchmark_scores.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,csv,249,c08a7a9e8bca147918f72d64ca5573320b22a300e3de8f72ad0aae8eb11a18f8,4,7,headers=rank|confounder|proxy_cf_y|proxy_cf_d|proxy_strength_score|selected_as_candidate|is_primary_candidate; duplicate_headers=False; duplicate_rows=False; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-c08a7a9e8bca,final-results/causal-outputs/outputs-physionet-forest-downsample/analyze_cate_results/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_benchmark_scores.csv,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00870,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_sensitivity_contour.png,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,png,97633,4cc94f173b2827bd6d11c0696a93592693d18f73883bb261920d6bbb70775f0f,,,PNG; direct_archived_figure=True,1366,978,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-4cc94f173b28,final-results/causal-outputs/outputs-physionet-forest/analyze_cate_results/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_sensitivity_contour.png,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00871,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_benchmark_report.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,txt,17355,2cd4b8791a00b26027cfe8105ec2864d0f55a6a63982d9767c6b018f979852db,,,text; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00872,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_benchmark_scores.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,csv,304,0ab41535627e879ae0fa1b9a09d30fb6b43ae78103ccea38b0c16595acc75130,2,7,headers=rank|confounder|proxy_cf_y|proxy_cf_d|proxy_strength_score|selected_as_candidate|is_primary_candidate; duplicate_headers=False; duplicate_rows=False; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00873,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_sensitivity_contour.png,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,png,88249,243126d22ca175eb3ebf781a9ee43cf67ea82a546fbdddb9810b540056edc2d4,,,PNG; direct_archived_figure=True,1365,978,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00874,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_benchmark_report.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,txt,17967,bab9d37171edd6f4f75ca49d7a1dff08349032df26497f9491157c0467459ed0,,,text; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00875,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_benchmark_scores.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,csv,730,8af35ffbe275156f03b5b55fff78c887f195bcf1990ae0c2dd80a9c5b398b1cd,9,7,headers=rank|confounder|proxy_cf_y|proxy_cf_d|proxy_strength_score|selected_as_candidate|is_primary_candidate; duplicate_headers=False; duplicate_rows=False; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00876,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_sensitivity_contour.png,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,png,100613,15c62cf42fe9f138aab4666823eab77f407393e9b98b62f45609810a6bf39e66,,,PNG; direct_archived_figure=True,1366,978,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00877,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_benchmark_report.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,txt,17913,e2a8dbd9a265026478fc9f1bd8c9d6034bb8e3d5efc7c87fbb01ee030f2b59d0,,,text; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00878,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_benchmark_scores.csv,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,csv,557,86dc5ddf8f35f20cc86a56a6c5f3aef5f995e30a800c18064a19f9bce6868c0e,7,7,headers=rank|confounder|proxy_cf_y|proxy_cf_d|proxy_strength_score|selected_as_candidate|is_primary_candidate; duplicate_headers=False; duplicate_rows=False; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00879,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_sensitivity_contour.png,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,png,98193,8a4eb448e305843f814743839ccd30b652e7ceb63b391fda50bfa94848b30f8e,,,PNG; direct_archived_figure=True,1366,978,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,SHA256-8a4eb448e305,final-results/causal-outputs/outputs-physionet-forest/analyze_cate_results/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_sensitivity_contour.png,EXCLUDED_DUPLICATE,EXECUTION_SUPPORTED,HASH_EQUIVALENT_COPY,True,Generated from immutable ignored archive; external producing paths are not locally available.
ART-00880,sensitivity,Chapter 10,,causal,physionet,LinearDML,original,outputs-physionet-linear,,archived_source,final-results/causal-outputs/outputs-physionet-linear/analyze_cate_results/LAT_INFLAMMATION_SEPSIS_BURDEN/LAT_INFLAMMATION_SEPSIS_BURDEN_benchmark_report.txt,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/analyze_cate_results,txt,13815,16063e9c8783aaf48d5a003d82c5ec6d3ccb8beaa062ee6cba93b44cadd3bf23,,,text; parse=OK,,,analyze_cate_results,/truenas/home/kenzikob/causal-irregular-time-series/src/analyze_cate_results.py,final-results/causal-outputs/outputs-physionet-linear/run_summary.json,/truenas/home/kenzikob/causal-irregular-time-series/outputs-physionet-3/logs/06_analyze_cate_results.log,/truenas/home/kenzikob/causal-irregular-time-series/configs/physionet-global-variables-3.csv,False,,,MISSING,True,PROVENANCE_PARTIAL,success,present,,,ADMISSIBLE_WITH_QUALIFICATIONS,EXECUTION_SUPPORTED,ARCHIVE_COPY_PROVENANCE_PARTIAL,True,Generated from immutable ignored archive; external producing paths are not locally available.
